id,nomoficial,nombre_norm,barrio,comuna,tipo_c,long,geometry,metodo_match,match_score,wikidata_id,figura_nombre,partido_madre,tipo_figura,sitelinks
148,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,45.89909240895707,"LINESTRING (-58.46416884015568 -34.54184616240248, -58.46442985370874 -34.54149326406158)",descartado,0.0,,,,,
151,PICO,PICO,Saavedra,12.0,CALLE,99.45241185961189,"LINESTRING (-58.47690226706739 -34.54156399239275, -58.47790996933878 -34.54189318004306)",descartado,0.0,,,,,
154,CUBA,CUBA,Nuñez,13.0,CALLE,95.4620192953852,"LINESTRING (-58.47051456400996 -34.5419443351284, -58.47105653293562 -34.54120991721867)",descartado,0.0,,,,,
156,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,46.32498275866732,"LINESTRING (-58.46537095723988 -34.54196868622287, -58.46563417874231 -34.54161240491072)",descartado,0.0,,,,,
166,PICO,PICO,Saavedra,12.0,CALLE,98.95886195793594,"LINESTRING (-58.47790996933878 -34.54189318004306, -58.47859740728659 -34.542117819812034, -58.47891189234745 -34.54222236009779)",descartado,0.0,,,,,
168,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,50.39845384126372,"LINESTRING (-58.4638822078009 -34.54223363862168, -58.46416884015568 -34.54184616240248)",descartado,0.0,,,,,
174,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,45.95648589153188,"LINESTRING (-58.465109861081075 -34.54232214994328, -58.46537095723988 -34.54196868622287)",descartado,0.0,,,,,
181,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,28.43236560081968,"LINESTRING (-58.46372050785399 -34.54245223631177, -58.4638822078009 -34.54223363862168)",descartado,0.0,,,,,
182,PICO,PICO,Saavedra,12.0,CALLE,98.85532758363178,"LINESTRING (-58.47891189234745 -34.54222236009779, -58.47991118553947 -34.54255449009115)",descartado,0.0,,,,,
191,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,22.02904604105208,"LINESTRING (-58.46359523236656 -34.54262160711424, -58.46372050785399 -34.54245223631177)",descartado,0.0,,,,,
197,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,50.10816241740591,"LINESTRING (-58.46482442289871 -34.54270716347561, -58.465109861081075 -34.54232214994328)",descartado,0.0,,,,,
199,CUBA,CUBA,Nuñez,13.0,CALLE,101.534250992798,"LINESTRING (-58.469938206345496 -34.54272551415089, -58.47003896120431 -34.542588815073906, -58.47051456400996 -34.5419443351284)",descartado,0.0,,,,,
208,PICO,PICO,Saavedra,12.0,CALLE,99.2615113558883,"LINESTRING (-58.47991118553947 -34.54255449009115, -58.480327127395064 -34.542692746117964, -58.480915252629686 -34.54288661119905)",descartado,0.0,,,,,
222,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,51.02066936550104,"LINESTRING (-58.46453523750789 -34.543099923026304, -58.46482442289871 -34.54270716347561)",descartado,0.0,,,,,
230,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,83.84200067260807,"LINESTRING (-58.463118380879095 -34.54326620088729, -58.46359523236656 -34.54262160711424)",descartado,0.0,,,,,
232,PICO,PICO,Saavedra,12.0,CALLE,136.2876497802545,"LINESTRING (-58.480915252629686 -34.54288661119905, -58.4822966330383 -34.54333683787153)",descartado,0.0,,,,,
241,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,27.10893132015237,"LINESTRING (-58.464378943527244 -34.543307262166515, -58.46453523750789 -34.543099923026304)",descartado,0.0,,,,,
243,CUBA,CUBA,Nuñez,13.0,CALLE,100.9535886998757,"LINESTRING (-58.469365752538 -34.543502535126414, -58.469938206345496 -34.54272551415089)",descartado,0.0,,,,,
259,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,32.96097360499056,"LINESTRING (-58.464058645867205 -34.54374515423622, -58.464245879174186 -34.54349162550385)",descartado,0.0,,,,,
262,PICO,PICO,Saavedra,12.0,CALLE,102.0085544290238,"LINESTRING (-58.4822966330383 -34.54333683787153, -58.48323760684481 -34.54382599578549)",descartado,0.0,,,,,
273,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,93.22921233187229,"LINESTRING (-58.46258815900909 -34.54398297731837, -58.463118380879095 -34.54326620088729)",descartado,0.0,,,,,
282,CUBA,CUBA,Nuñez,13.0,CALLE,91.82230018448944,"LINESTRING (-58.46884519925117 -34.544209337968944, -58.46893319268496 -34.54408975351629, -58.469365752538 -34.543502535126414)",descartado,0.0,,,,,
291,PICO,PICO,Saavedra,12.0,CALLE,99.95564964153567,"LINESTRING (-58.48323760684481 -34.54382599578549, -58.48415961014922 -34.54430536067487)",descartado,0.0,,,,,
296,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,92.7545544446501,"LINESTRING (-58.4635331950659 -34.54445932898626, -58.46398639052812 -34.5438429739926, -58.464058645867205 -34.54374515423622)",descartado,0.0,,,,,
313,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,92.29600934771756,"LINESTRING (-58.46206601342407 -34.54469397665403, -58.4624492615047 -34.544170727559006, -58.46258815900909 -34.54398297731837)",descartado,0.0,,,,,
316,PICO,PICO,Saavedra,12.0,CALLE,100.0641249419977,"LINESTRING (-58.48415961014922 -34.54430536067487, -58.48508264545302 -34.54478521134855)",descartado,0.0,,,,,
325,CUBA,CUBA,Nuñez,13.0,CALLE,101.4810520586715,"LINESTRING (-58.46827034234637 -34.54499072003414, -58.46884519925117 -34.544209337968944)",descartado,0.0,,,,,
341,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,92.57203466069572,"LINESTRING (-58.463009182141874 -34.54517230418216, -58.4635331950659 -34.54445932898626)",descartado,0.0,,,,,
344,PICO,PICO,Saavedra,12.0,CALLE,100.6471324693164,"LINESTRING (-58.48508264545302 -34.54478521134855, -58.48601105397497 -34.545267870976176)",descartado,0.0,,,,,
349,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,109.5288096387642,"LINESTRING (-58.478503694199844 -34.54025231019334, -58.47885986374998 -34.54044873463205, -58.47952196897288 -34.54076602194643)",descartado,0.0,,,,,
365,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,113.2101644143216,"LINESTRING (-58.46142810702545 -34.54556737030482, -58.46153960334461 -34.54541264985696, -58.46206601342407 -34.54469397665403)",descartado,0.0,,,,,
370,CUBA,CUBA,Nuñez,13.0,CALLE,83.54839601780347,"LINESTRING (-58.46779700280131 -34.54563399362142, -58.46787853142002 -34.54552321322745, -58.46827034234637 -34.54499072003414)",descartado,0.0,,,,,
379,PICO,PICO,Saavedra,12.0,CALLE,100.0682826493578,"LINESTRING (-58.48601105397497 -34.545267870976176, -58.48693411054598 -34.54574777799438)",descartado,0.0,,,,,
395,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,112.3979154169716,"LINESTRING (-58.462372899116325 -34.54603795603545, -58.46250396973227 -34.54585950189087, -58.463009182141874 -34.54517230418216)",descartado,0.0,,,,,
418,CUBA,CUBA,Nuñez,13.0,CALLE,92.32192528011848,"LINESTRING (-58.46727378476071 -34.5463447333743, -58.46779700280131 -34.54563399362142)",descartado,0.0,,,,,
423,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,103.2679847212789,"LINESTRING (-58.46085189428162 -34.54636688670875, -58.46142810702545 -34.54556737030482)",descartado,0.0,,,,,
457,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,103.5518827832715,"LINESTRING (-58.46178715981983 -34.54683571611202, -58.462372899116325 -34.54603795603545)",descartado,0.0,,,,,
468,CUBA,CUBA,Nuñez,13.0,CALLE,92.26970016148377,"LINESTRING (-58.466750813139086 -34.5470550482499, -58.46727378476071 -34.5463447333743)",descartado,0.0,,,,,
474,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,100.6665668857543,"LINESTRING (-58.46028452287149 -34.54714344220322, -58.46075988646963 -34.546494563998756, -58.46085189428162 -34.54636688670875)",descartado,0.0,,,,,
479,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,Saavedra,12.0,CALLE,103.37664194327,"LINESTRING (-58.47067978865012 -34.54716008782459, -58.47105376921797 -34.5462810996019)",descartado,0.0,,,,,
497,CUBA,CUBA,Nuñez,13.0,CALLE,45.47359898716544,"LINESTRING (-58.46649311124536 -34.547405134172465, -58.466750813139086 -34.5470550482499)",descartado,0.0,,,,,
521,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,100.6042516528432,"LINESTRING (-58.46121800661647 -34.54761072652874, -58.46178715981983 -34.54683571611202)",descartado,0.0,,,,,
522,PICO,PICO,Saavedra,12.0,CALLE,48.16972353237941,"LINESTRING (-58.49004989822694 -34.54740034439906, -58.49050037847418 -34.54762306716612)",descartado,0.0,,,,,
541,CUBA,CUBA,Nuñez,13.0,CALLE,42.76141386268031,"LINESTRING (-58.46612272484041 -34.54790881744659, -58.46622723688041 -34.54776620590816, -58.46637005103957 -34.547582201026096)",descartado,0.0,,,,,
543,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,101.816127119162,"LINESTRING (-58.45970982095984 -34.54792844565459, -58.46017617128494 -34.547291259965604, -58.46028452287149 -34.54714344220322)",descartado,0.0,,,,,
548,PICO,PICO,Saavedra,12.0,CALLE,67.13097185684069,"LINESTRING (-58.49050037847418 -34.54762306716612, -58.491104782000015 -34.54796378432246)",descartado,0.0,,,,,
586,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,100.945411954405,"LINESTRING (-58.494910546091674 -34.5479558159711, -58.495877838297076 -34.54838874115303)",descartado,0.0,,,,,
588,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,101.7779121640885,"LINESTRING (-58.46064228894143 -34.548394818776266, -58.46121800661647 -34.54761072652874)",descartado,0.0,,,,,
593,PICO,PICO,Saavedra,12.0,CALLE,71.3297773222145,"LINESTRING (-58.491409689936084 -34.54807688624931, -58.49206338275078 -34.54842455927489)",descartado,0.0,,,,,
606,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,226.6114863317032,"LINESTRING (-58.49500444933714 -34.5475841477613, -58.495461150024234 -34.547791832134386, -58.497190920537555 -34.548532471720506)",descartado,0.0,,,,,
610,PICO,PICO,Saavedra,12.0,CALLE,29.82146685097523,"LINESTRING (-58.49206338275078 -34.54842455927489, -58.49233672820824 -34.54856985017895)",descartado,0.0,,,,,
623,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,99.35743565941179,"LINESTRING (-58.45914915273938 -34.54869457308451, -58.45970982095984 -34.54792844565459)",descartado,0.0,,,,,
626,CUBA,CUBA,Nuñez,13.0,CALLE,104.8617509495215,"LINESTRING (-58.46553053995925 -34.54871715901672, -58.46612272484041 -34.54790881744659)",descartado,0.0,,,,,
636,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,30.52870454402667,"LINESTRING (-58.495877838297076 -34.54838874115303, -58.49617291317188 -34.54851571102885)",descartado,0.0,,,,,
638,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,Saavedra,12.0,CALLE,163.2192958447023,"LINESTRING (-58.47002654280143 -34.54852851294318, -58.47067978865012 -34.54716008782459)",descartado,0.0,,,,,
682,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,99.62210241606297,"LINESTRING (-58.46007873224906 -34.549162288413136, -58.46064228894143 -34.548394818776266)",descartado,0.0,,,,,
699,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,100.4377688954226,"LINESTRING (-58.496847602505156 -34.548806023782284, -58.497810742699556 -34.54923569521209)",descartado,0.0,,,,,
709,PICO,PICO,Saavedra,12.0,CALLE,101.5684905020277,"LINESTRING (-58.49296548396471 -34.54889843930874, -58.49389815787744 -34.5493911082458)",descartado,0.0,,,,,
713,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,100.9395707759544,"LINESTRING (-58.497810742699556 -34.54923569521209, -58.498211012705234 -34.549400867055375, -58.49871256024498 -34.54974608295559)",descartado,0.0,,,,,
719,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,101.5065639067272,"LINESTRING (-58.45857630212318 -34.54947724706319, -58.45914915273938 -34.54869457308451)",descartado,0.0,,,,,
724,CUBA,CUBA,Nuñez,13.0,CALLE,100.5649098006986,"LINESTRING (-58.464962515125464 -34.549492327474866, -58.46553053995925 -34.54871715901672)",descartado,0.0,,,,,
735,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,Saavedra,12.0,CALLE,100.9657524647434,"LINESTRING (-58.4693031247129 -34.549582263794804, -58.4693804853823 -34.54948169418627, -58.469895367619024 -34.548815313485605)",descartado,0.0,,,,,
740,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,56.15774769271187,"LINESTRING (-58.45976396650503 -34.54959637458311, -58.46007873224906 -34.549162288413136)",descartado,0.0,,,,,
773,PICO,PICO,Saavedra,12.0,CALLE,100.4480043270673,"LINESTRING (-58.49389815787744 -34.5493911082458, -58.49482054199145 -34.549878350008306)",descartado,0.0,,,,,
780,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,45.14918642661812,"LINESTRING (-58.459505631891645 -34.54994271311034, -58.45976396650503 -34.54959637458311)",descartado,0.0,,,,,
807,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,126.937990933505,"LINESTRING (-58.49871256024498 -34.54974608295559, -58.49910338849987 -34.55011379461198, -58.49951838965293 -34.55067107976997)",descartado,0.0,,,,,
819,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,92.82703614401994,"LINESTRING (-58.45805247063423 -34.55019301737172, -58.45857630212318 -34.54947724706319)",descartado,0.0,,,,,
827,CUBA,CUBA,Nuñez,13.0,CALLE,100.9534324150823,"LINESTRING (-58.46439235194694 -34.550270521451765, -58.464962515125464 -34.549492327474866)",descartado,0.0,,,,,
841,PICO,PICO,Saavedra,12.0,CALLE,100.4545880767194,"LINESTRING (-58.49482054199145 -34.549878350008306, -58.495743021968956 -34.550365584735175)",descartado,0.0,,,,,
873,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,93.86612110206292,"LINESTRING (-58.458974570340324 -34.55066581121235, -58.459505631891645 -34.54994271311034)",descartado,0.0,,,,,
880,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,Nuñez,13.0,CALLE,143.8918101493945,"LINESTRING (-58.468462017615224 -34.550676835310504, -58.46866661545489 -34.55040893281571, -58.4693031247129 -34.549582263794804)",descartado,0.0,,,,,
890,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,14.21348202586749,"LINESTRING (-58.49951838965293 -34.55067107976997, -58.499618441557494 -34.55076886926101)",descartado,0.0,,,,,
899,PICO,PICO,Saavedra,12.0,CALLE,100.4264250906112,"LINESTRING (-58.495743021968956 -34.550365584735175, -58.49666525729698 -34.550852671668856)",descartado,0.0,,,,,
904,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,19.06733314340343,"LINESTRING (-58.499618441557494 -34.55076886926101, -58.499772336163105 -34.55088431847923)",descartado,0.0,,,,,
920,CUBA,CUBA,Nuñez,13.0,CALLE,100.4804826283098,"LINESTRING (-58.46382481668803 -34.551045050596954, -58.46439235194694 -34.550270521451765)",descartado,0.0,,,,,
937,CONGRESO,CONGRESO,,,CALLE,137.824883396603,"LINESTRING (-58.45300747509259 -34.55050474598696, -58.454279010426156 -34.55116556640298)",descartado,0.0,,,,,
942,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,Nuñez,13.0,CALLE,133.874508504812,"LINESTRING (-58.45729692538149 -34.55122526052296, -58.45805247063423 -34.55019301737172)",descartado,0.0,,,,,
960,PICO,PICO,Saavedra,12.0,CALLE,100.6061927339816,"LINESTRING (-58.49666525729698 -34.550852671668856, -58.49758912093134 -34.55134066665159)",descartado,0.0,,,,,
978,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,Nuñez,13.0,CALLE,105.4354590550245,"LINESTRING (-58.46784847156198 -34.55148032938548, -58.467956985554764 -34.551338138846376, -58.468462017615224 -34.550676835310504)",descartado,0.0,,,,,
998,3 DE FEBRERO,3 DE FEBRERO,Nuñez,13.0,CALLE,134.6016098618473,"LINESTRING (-58.45821315894656 -34.55170277816591, -58.458974570340324 -34.55066581121235)",descartado,0.0,,,,,
1007,CONGRESO,CONGRESO,,,CALLE,128.4823076023848,"LINESTRING (-58.454279010426156 -34.55116556640298, -58.45545898504412 -34.551788620295845)",descartado,0.0,,,,,
1009,"PAZ, GRAL. AV.",GRAL. AV. PAZ,Saavedra,12.0,AVENIDA,152.4926634276371,"LINESTRING (-58.499772336163105 -34.55088431847923, -58.50052452057518 -34.551803550292775, -58.500682687565885 -34.55203342668198)",descartado,0.0,,,,,
