"radios","cod_prov","Provincia","cod_depto","Departamento","PNIV_ASI_Sin instrucción","PNIV_ASI_Primario incompleto","PNIV_ASI_Primario completo","PNIV_ASI_EGB incompleto","PNIV_ASI_EGB completo","PNIV_ASI_Secundario incompleto","PNIV_ASI_Secundario completo","PNIV_ASI_Polimodal incompleto","PNIV_ASI_Polimodal completo","PNIV_ASI_Terciario no universitario incompleto","PNIV_ASI_Terciario no universitario completo","PNIV_ASI_Universitario de grado incompleto","PNIV_ASI_Universitario de grado completo","PNIV_ASI_Posgrado (especialización, maestría o doctorado) incompleto","PNIV_ASI_Posgrado (especialización, maestría o doctorado) completo","PNIV_ASI_Ignorado","Total"
"020701408","02","Caba","02070","Comuna 10",1,8,46,0,1,64,123,0,0,21,63,45,58,1,13,1,445
"020701409","02","Caba","02070","Comuna 10",1,13,49,0,0,89,162,1,1,25,74,43,88,2,16,7,571
"020701410","02","Caba","02070","Comuna 10",0,13,68,1,0,81,195,1,3,25,101,65,105,1,22,7,688
"020701411","02","Caba","02070","Comuna 10",1,11,36,0,1,45,113,0,1,6,50,35,53,4,15,3,374
"020701501","02","Caba","02070","Comuna 10",0,6,42,1,1,45,117,0,0,28,74,35,64,4,15,0,432
"020701502","02","Caba","02070","Comuna 10",2,7,64,3,0,72,165,0,1,27,78,42,96,7,25,2,591
"020701503","02","Caba","02070","Comuna 10",1,11,39,1,0,49,107,0,0,20,55,40,79,2,17,3,424
"020701504","02","Caba","02070","Comuna 10",0,6,40,0,0,47,139,0,2,23,87,35,64,2,10,7,462
"020701505","02","Caba","02070","Comuna 10",1,9,49,1,1,81,154,1,3,19,104,56,80,2,25,9,595
"020701506","02","Caba","02070","Comuna 10",0,6,52,0,1,74,132,0,5,33,67,47,103,2,24,7,553
"020701507","02","Caba","02070","Comuna 10",2,10,47,1,0,68,166,1,5,27,66,46,72,3,23,2,539
"020701508","02","Caba","02070","Comuna 10",1,11,63,1,2,81,203,0,4,24,86,66,94,4,25,6,671
"020701509","02","Caba","02070","Comuna 10",2,11,78,0,0,111,203,2,3,34,122,70,129,2,28,12,807
"020701601","02","Caba","02070","Comuna 10",9,6,42,0,0,68,156,0,4,22,81,58,98,4,16,2,566
"020701602","02","Caba","02070","Comuna 10",1,10,84,1,0,79,212,1,2,35,94,69,103,8,31,11,741
"020701603","02","Caba","02070","Comuna 10",2,2,54,1,0,55,164,0,2,29,64,61,120,1,30,8,593
"020701604","02","Caba","02070","Comuna 10",1,7,63,2,1,66,166,3,5,16,85,71,127,2,20,3,638
"020701605","02","Caba","02070","Comuna 10",1,2,28,0,0,30,91,1,3,12,65,46,85,2,25,5,396
"020701606","02","Caba","02070","Comuna 10",4,19,70,1,1,96,224,0,5,32,115,63,159,1,35,6,831
"020701607","02","Caba","02070","Comuna 10",1,3,52,0,0,70,162,0,0,20,74,56,79,3,20,9,549
"020701608","02","Caba","02070","Comuna 10",1,11,77,0,0,77,213,0,0,36,100,70,118,2,27,9,741
"020701609","02","Caba","02070","Comuna 10",3,16,68,2,0,85,177,0,1,30,107,64,85,0,17,8,663
"020701610","02","Caba","02070","Comuna 10",0,10,52,0,0,29,116,0,2,13,42,30,84,0,17,1,396
"020701701","02","Caba","02070","Comuna 10",0,7,61,1,0,51,121,0,1,22,78,63,102,5,22,2,536
"020701702","02","Caba","02070","Comuna 10",0,15,67,0,0,64,182,1,4,34,87,60,149,7,45,8,723
"020701703","02","Caba","02070","Comuna 10",2,8,68,0,1,65,241,0,3,26,119,85,157,3,34,7,819
"020701704","02","Caba","02070","Comuna 10",0,10,25,0,0,60,202,0,3,26,145,71,146,3,45,6,742
"020701705","02","Caba","02070","Comuna 10",1,11,77,0,0,96,192,0,3,40,91,65,108,1,21,5,711
"020701706","02","Caba","02070","Comuna 10",3,22,76,0,1,95,187,2,0,42,114,77,90,3,39,6,757
"020701707","02","Caba","02070","Comuna 10",0,8,66,0,0,73,200,1,2,26,100,44,78,3,22,3,626
"020701708","02","Caba","02070","Comuna 10",1,8,50,0,1,56,120,0,1,16,72,58,79,2,15,4,483
"020701709","02","Caba","02070","Comuna 10",0,10,51,1,0,48,132,0,0,25,59,45,74,1,15,2,463
"020701710","02","Caba","02070","Comuna 10",2,9,56,0,0,85,197,0,2,34,69,55,79,2,14,5,609
"020701801","02","Caba","02070","Comuna 10",3,23,50,1,0,77,148,0,1,33,66,54,76,2,16,7,557
"020701802","02","Caba","02070","Comuna 10",0,9,57,0,2,64,163,0,0,26,71,52,94,4,15,6,563
"020701803","02","Caba","02070","Comuna 10",0,11,58,0,1,64,132,1,4,24,89,46,73,1,19,6,529
"020701804","02","Caba","02070","Comuna 10",1,11,45,0,1,101,168,0,3,23,97,61,97,2,14,5,629
"020701805","02","Caba","02070","Comuna 10",1,7,36,0,1,56,96,0,1,26,49,43,81,3,14,12,426
"020701806","02","Caba","02070","Comuna 10",0,6,41,0,0,41,103,0,0,13,51,45,76,2,14,6,398
"020701807","02","Caba","02070","Comuna 10",1,8,43,0,1,50,154,0,0,22,54,54,77,2,15,0,481
"020701808","02","Caba","02070","Comuna 10",2,13,38,1,0,54,122,0,1,23,77,46,72,1,22,8,480
"020701809","02","Caba","02070","Comuna 10",1,5,52,1,1,39,147,0,2,13,66,43,98,4,13,9,494
"020701810","02","Caba","02070","Comuna 10",1,5,32,0,1,41,104,0,1,15,46,41,65,0,14,3,369
"020701811","02","Caba","02070","Comuna 10",1,5,27,0,0,41,104,0,2,19,49,31,42,2,10,5,338
"020701812","02","Caba","02070","Comuna 10",0,8,34,0,1,69,145,1,2,20,63,69,82,3,27,3,527
"020701901","02","Caba","02070","Comuna 10",2,4,44,0,3,45,95,1,0,15,54,38,50,1,28,6,386
"020701902","02","Caba","02070","Comuna 10",25,28,83,0,0,90,220,4,4,40,91,60,92,14,35,7,793
"020701903","02","Caba","02070","Comuna 10",7,12,47,1,1,61,147,2,2,19,59,36,60,0,8,4,466
"020701904","02","Caba","02070","Comuna 10",11,6,48,0,1,49,149,2,4,14,68,75,90,7,24,0,548
"020701905","02","Caba","02070","Comuna 10",11,19,56,0,0,62,144,0,1,30,94,56,96,4,32,9,614
"020701906","02","Caba","02070","Comuna 10",21,13,62,0,0,84,174,1,5,34,81,59,113,9,36,5,697
"020701907","02","Caba","02070","Comuna 10",10,17,50,0,0,69,154,1,6,24,84,63,88,2,21,8,597
"020701908","02","Caba","02070","Comuna 10",1,8,39,2,1,43,105,0,1,11,48,52,60,2,7,9,389
"020701909","02","Caba","02070","Comuna 10",1,7,32,0,0,54,137,0,2,16,83,47,105,1,21,8,514
"020701910","02","Caba","02070","Comuna 10",6,8,37,0,0,39,127,1,2,21,57,34,60,2,23,4,421
"020701911","02","Caba","02070","Comuna 10",3,12,51,2,2,82,171,1,3,43,108,84,125,4,43,11,745
"020701912","02","Caba","02070","Comuna 10",9,12,67,1,0,57,157,0,6,28,104,77,159,8,47,7,739
"020701913","02","Caba","02070","Comuna 10",9,2,30,1,0,49,96,2,3,17,40,32,53,3,15,7,359
"020770101","02","Caba","02077","Comuna 11",1,12,51,0,1,72,165,0,1,32,92,56,103,2,37,3,628
"020770102","02","Caba","02077","Comuna 11",3,6,62,1,0,76,125,1,1,38,119,64,129,4,40,12,681
"020770103","02","Caba","02077","Comuna 11",0,12,42,0,2,66,143,1,8,19,71,50,94,3,27,4,542
"020770104","02","Caba","02077","Comuna 11",6,11,49,0,0,49,142,1,0,32,72,79,112,6,42,6,607
"020770105","02","Caba","02077","Comuna 11",0,5,36,0,0,36,106,2,0,17,59,44,79,0,28,5,417
"020770106","02","Caba","02077","Comuna 11",0,6,59,1,1,64,154,0,3,23,86,53,88,5,30,4,577
"020770107","02","Caba","02077","Comuna 11",0,10,34,1,0,62,139,0,5,19,105,54,123,5,40,5,602
"020770108","02","Caba","02077","Comuna 11",1,2,54,0,1,61,149,0,3,30,119,73,132,2,43,9,679
"020770109","02","Caba","02077","Comuna 11",1,3,32,0,0,23,103,0,2,14,54,29,93,2,17,4,377
"020770110","02","Caba","02077","Comuna 11",2,7,30,0,0,39,111,0,1,17,82,44,107,2,29,5,476
"020770111","02","Caba","02077","Comuna 11",2,10,43,0,0,46,128,1,4,33,126,60,197,5,52,7,714
"020770112","02","Caba","02077","Comuna 11",2,6,28,0,0,35,95,0,2,24,73,46,151,3,48,0,513
"020770113","02","Caba","02077","Comuna 11",1,2,15,1,0,16,65,0,2,14,57,28,66,5,19,8,299
"020770114","02","Caba","02077","Comuna 11",1,1,21,0,2,18,85,2,2,15,58,37,95,2,23,2,364
"020770201","02","Caba","02077","Comuna 11",4,7,47,2,0,48,141,1,3,32,90,59,120,7,35,2,598
"020770202","02","Caba","02077","Comuna 11",1,13,66,0,0,90,227,0,2,38,137,86,189,5,58,9,921
"020770203","02","Caba","02077","Comuna 11",1,10,32,0,3,43,139,0,1,23,79,70,137,7,31,10,586
"020770204","02","Caba","02077","Comuna 11",0,6,20,1,0,31,110,2,5,24,54,48,114,2,38,2,457
"020770205","02","Caba","02077","Comuna 11",1,11,40,1,0,55,167,0,5,22,100,75,186,6,47,10,726
"020770206","02","Caba","02077","Comuna 11",1,7,41,1,0,52,157,0,3,29,116,61,161,3,41,8,681
"020770207","02","Caba","02077","Comuna 11",1,5,18,0,2,34,130,0,4,13,106,71,202,3,61,3,653
"020770208","02","Caba","02077","Comuna 11",0,5,38,0,0,37,121,0,0,22,88,63,169,5,51,6,605
"020770209","02","Caba","02077","Comuna 11",0,4,31,0,1,33,112,1,3,17,72,53,122,2,46,3,500
"020770210","02","Caba","02077","Comuna 11",2,3,24,0,0,33,139,0,4,24,99,83,187,4,59,6,667
"020770211","02","Caba","02077","Comuna 11",1,6,31,0,0,27,103,1,2,28,74,41,125,6,44,4,493
"020770301","02","Caba","02077","Comuna 11",0,4,36,0,1,16,110,1,1,13,65,56,149,1,45,7,505
"020770302","02","Caba","02077","Comuna 11",0,4,24,0,0,38,123,0,0,12,85,64,134,6,60,5,555
"020770303","02","Caba","02077","Comuna 11",2,0,21,1,0,29,91,1,2,18,59,57,150,4,53,3,491
"020770304","02","Caba","02077","Comuna 11",2,6,16,0,0,22,84,0,2,17,54,35,126,1,37,5,407
"020770305","02","Caba","02077","Comuna 11",0,5,19,0,0,32,129,1,0,15,93,48,160,2,65,2,571
"020770306","02","Caba","02077","Comuna 11",0,1,38,0,2,38,87,0,3,15,81,62,132,3,47,2,511
"020770307","02","Caba","02077","Comuna 11",1,5,30,3,0,33,132,1,0,16,95,46,163,5,44,3,577
"020770308","02","Caba","02077","Comuna 11",2,7,24,0,0,40,109,0,1,20,83,45,110,2,38,7,488
"020770309","02","Caba","02077","Comuna 11",1,3,35,0,0,28,106,0,0,26,87,64,144,7,59,2,562
"020770310","02","Caba","02077","Comuna 11",3,4,21,0,2,34,108,0,0,9,72,40,122,2,51,3,471
"020770311","02","Caba","02077","Comuna 11",0,6,52,0,1,53,122,0,4,19,75,69,160,2,39,5,607
"020770312","02","Caba","02077","Comuna 11",1,2,20,0,0,44,100,1,1,25,67,61,120,4,22,3,471
"020770401","02","Caba","02077","Comuna 11",1,1,27,0,0,25,97,0,1,17,73,67,156,5,47,0,517
"020770402","02","Caba","02077","Comuna 11",2,3,22,0,1,27,95,1,4,13,73,53,168,2,43,7,514
"020770403","02","Caba","02077","Comuna 11",4,3,15,0,2,26,123,1,2,11,59,37,111,5,29,0,428
"020770404","02","Caba","02077","Comuna 11",2,3,21,1,0,33,125,0,1,15,76,65,156,3,63,6,570
"020770405","02","Caba","02077","Comuna 11",0,2,28,0,1,25,99,0,1,24,82,55,153,4,47,3,524
"020770406","02","Caba","02077","Comuna 11",1,0,24,1,0,18,97,0,1,14,54,42,131,2,48,3,436
"020770407","02","Caba","02077","Comuna 11",1,5,17,0,0,27,103,0,0,16,84,39,127,7,47,3,476
"020770408","02","Caba","02077","Comuna 11",1,6,27,0,1,37,155,0,1,17,90,80,197,5,80,8,705
"020770409","02","Caba","02077","Comuna 11",0,7,32,0,1,30,141,0,1,22,84,82,219,8,75,7,709
"020770410","02","Caba","02077","Comuna 11",0,11,40,0,1,39,111,1,2,15,73,41,83,3,25,5,450
"020770411","02","Caba","02077","Comuna 11",2,5,47,0,0,50,139,0,1,28,82,77,173,9,59,8,680
"020770412","02","Caba","02077","Comuna 11",1,3,37,1,1,29,161,0,3,32,101,72,161,0,57,4,663
"020770413","02","Caba","02077","Comuna 11",1,1,25,0,1,39,119,0,0,19,69,59,137,7,41,2,520
"020770501","02","Caba","02077","Comuna 11",0,1,60,0,0,56,101,0,0,20,69,42,110,2,26,3,490
"020770502","02","Caba","02077","Comuna 11",1,1,34,0,2,48,121,0,2,15,74,69,132,6,44,8,557
"020770503","02","Caba","02077","Comuna 11",2,3,29,0,0,36,114,0,0,19,94,49,146,5,37,7,541
"020770504","02","Caba","02077","Comuna 11",1,8,31,1,2,34,96,0,1,13,64,45,122,3,35,4,460
"020770505","02","Caba","02077","Comuna 11",0,5,61,0,1,69,178,1,2,22,76,66,128,1,30,7,647
"020770506","02","Caba","02077","Comuna 11",0,11,54,0,0,58,141,0,5,18,95,49,119,5,33,3,591
"020770507","02","Caba","02077","Comuna 11",0,4,45,0,0,44,137,1,1,22,66,74,111,2,27,8,542
"020770508","02","Caba","02077","Comuna 11",1,4,52,2,1,56,146,0,2,24,102,39,99,2,29,5,564
"020770509","02","Caba","02077","Comuna 11",0,9,58,2,0,80,160,0,1,18,76,42,76,2,10,5,539
"020770510","02","Caba","02077","Comuna 11",3,11,73,0,0,54,128,0,1,21,75,42,85,4,17,4,518
"020770601","02","Caba","02077","Comuna 11",9,5,49,4,1,55,141,1,0,17,82,40,112,4,32,10,562
"020770602","02","Caba","02077","Comuna 11",8,7,67,0,3,74,165,0,9,49,114,90,163,7,50,9,815
"020770603","02","Caba","02077","Comuna 11",0,12,57,1,0,67,218,0,1,39,114,82,148,9,49,13,810
"020770604","02","Caba","02077","Comuna 11",5,14,89,0,3,91,200,1,2,38,120,76,161,5,44,10,859
"020770605","02","Caba","02077","Comuna 11",8,12,74,0,1,100,210,1,4,31,107,70,152,3,41,6,820
"020770606","02","Caba","02077","Comuna 11",7,14,77,1,0,84,211,0,2,24,111,71,113,2,24,7,748
"020770607","02","Caba","02077","Comuna 11",0,6,61,0,0,87,187,0,1,20,102,72,127,3,31,9,706
"020770608","02","Caba","02077","Comuna 11",20,10,65,0,2,92,169,1,2,15,83,59,92,4,19,2,635
"020770609","02","Caba","02077","Comuna 11",4,14,66,1,0,73,167,2,2,13,66,54,75,1,30,11,579
"020770610","02","Caba","02077","Comuna 11",3,7,40,0,0,67,107,0,3,17,57,36,46,1,8,3,395
"020770611","02","Caba","02077","Comuna 11",7,4,73,0,3,82,175,1,3,24,85,43,93,1,22,3,619
"020770701","02","Caba","02077","Comuna 11",0,7,40,0,3,47,105,1,3,10,42,19,49,0,12,4,342
"020770702","02","Caba","02077","Comuna 11",16,9,51,0,2,94,176,0,4,27,101,63,94,5,33,6,681
"020770703","02","Caba","02077","Comuna 11",10,6,45,1,1,65,147,1,2,19,98,58,79,6,39,4,581
"020770704","02","Caba","02077","Comuna 11",9,13,67,1,0,69,180,3,2,25,108,59,120,4,30,2,692
"020770705","02","Caba","02077","Comuna 11",12,10,55,2,0,64,178,0,6,28,99,71,115,7,57,5,709
"020770706","02","Caba","02077","Comuna 11",21,9,52,2,1,51,155,1,4,17,117,76,143,2,47,3,701
"020770707","02","Caba","02077","Comuna 11",9,5,43,0,0,66,162,0,5,22,92,56,115,2,44,9,630
"020770708","02","Caba","02077","Comuna 11",9,8,38,0,0,53,116,0,1,25,102,67,115,2,42,3,581
"020770709","02","Caba","02077","Comuna 11",11,9,73,0,1,69,164,0,1,20,98,56,147,4,44,5,702
"020770710","02","Caba","02077","Comuna 11",8,8,50,1,1,63,172,3,2,24,78,72,133,6,26,9,656
"020770711","02","Caba","02077","Comuna 11",13,18,74,0,0,59,206,0,5,33,98,60,134,3,39,9,751
"020770712","02","Caba","02077","Comuna 11",8,11,77,1,2,88,188,0,5,28,67,66,61,3,20,12,637
"020770801","02","Caba","02077","Comuna 11",2,2,41,0,0,40,130,2,1,25,75,72,135,4,37,2,568
"020770802","02","Caba","02077","Comuna 11",3,2,36,1,1,36,138,0,1,24,92,68,149,6,37,3,597
"020770803","02","Caba","02077","Comuna 11",1,1,23,0,1,29,100,0,0,15,66,44,114,3,27,2,426
"020770804","02","Caba","02077","Comuna 11",4,3,38,1,1,48,134,0,4,14,73,42,107,3,22,6,500
"020770805","02","Caba","02077","Comuna 11",1,3,33,1,0,43,135,2,2,12,81,49,118,7,39,9,535
"020770806","02","Caba","02077","Comuna 11",4,8,47,0,0,52,171,0,2,20,112,83,192,3,40,10,744
"020770807","02","Caba","02077","Comuna 11",14,5,59,2,2,73,190,2,4,25,97,72,143,6,41,9,744
"020770808","02","Caba","02077","Comuna 11",2,6,54,0,0,62,178,1,0,16,110,62,177,6,42,7,723
"020770809","02","Caba","02077","Comuna 11",2,7,56,0,2,57,144,0,3,27,97,70,125,6,44,7,647
"020770901","02","Caba","02077","Comuna 11",6,7,42,0,1,57,144,1,4,29,77,70,134,7,54,3,636
"020770902","02","Caba","02077","Comuna 11",5,4,24,0,0,51,102,0,6,10,80,63,112,5,33,10,505
"020770903","02","Caba","02077","Comuna 11",0,3,39,0,0,36,136,0,2,25,108,69,191,4,59,5,677
"020770904","02","Caba","02077","Comuna 11",4,7,20,0,0,31,104,1,3,17,68,57,78,3,30,6,429
"020770905","02","Caba","02077","Comuna 11",0,3,42,0,0,41,116,1,2,25,80,57,114,3,36,4,524
"020770906","02","Caba","02077","Comuna 11",0,5,39,0,0,47,111,1,0,20,87,52,97,3,28,3,493
"020770907","02","Caba","02077","Comuna 11",1,3,21,0,0,36,115,0,0,27,80,44,120,3,27,5,482
"020770908","02","Caba","02077","Comuna 11",2,4,32,0,0,33,117,0,2,18,102,69,108,2,54,4,547
"020770909","02","Caba","02077","Comuna 11",0,6,24,0,0,29,111,2,0,11,66,34,102,1,33,4,423
"020770910","02","Caba","02077","Comuna 11",0,3,32,0,1,27,117,4,6,16,91,64,142,6,67,5,581
"020770911","02","Caba","02077","Comuna 11",3,4,25,0,1,39,113,0,3,21,61,43,85,5,36,2,441
"020770912","02","Caba","02077","Comuna 11",5,9,31,0,0,42,141,2,4,11,78,55,103,3,22,1,507
"020771001","02","Caba","02077","Comuna 11",3,6,32,0,1,50,126,0,6,32,99,50,146,9,45,6,611
"020771002","02","Caba","02077","Comuna 11",7,8,44,0,1,55,183,0,4,29,112,73,186,7,60,7,776
"020771003","02","Caba","02077","Comuna 11",2,3,29,1,1,37,110,2,1,26,89,60,141,5,36,7,550
"020771004","02","Caba","02077","Comuna 11",7,4,28,0,0,48,173,3,5,24,95,73,148,6,57,9,680
"020771005","02","Caba","02077","Comuna 11",0,5,41,0,1,57,187,1,2,24,124,87,179,2,66,3,779
"020771006","02","Caba","02077","Comuna 11",4,11,53,1,3,76,191,1,4,39,137,94,204,4,80,9,911
"020771007","02","Caba","02077","Comuna 11",4,12,54,1,3,47,190,3,4,36,133,84,242,8,62,5,888
"020771008","02","Caba","02077","Comuna 11",1,3,22,1,1,25,79,0,1,18,73,38,93,9,35,3,402
"020771009","02","Caba","02077","Comuna 11",3,7,46,0,0,73,146,2,7,25,123,85,157,7,57,8,746
"020771010","02","Caba","02077","Comuna 11",0,10,47,1,0,69,140,1,1,22,86,72,117,8,35,3,612
"020771011","02","Caba","02077","Comuna 11",12,4,26,0,0,42,103,0,0,7,60,44,107,2,41,4,452
"020771101","02","Caba","02077","Comuna 11",2,6,41,0,1,51,171,0,0,24,75,54,85,1,19,6,536
"020771102","02","Caba","02077","Comuna 11",6,14,68,2,2,76,187,0,8,19,88,83,128,5,66,4,756
"020771103","02","Caba","02077","Comuna 11",4,9,92,0,1,116,205,1,2,16,75,52,52,1,20,7,653
"020771104","02","Caba","02077","Comuna 11",0,7,21,0,0,31,63,0,0,8,21,18,33,3,2,3,210
"020771105","02","Caba","02077","Comuna 11",5,9,67,1,0,66,157,2,4,33,91,74,109,5,35,8,666
"020771106","02","Caba","02077","Comuna 11",9,1,48,0,0,70,205,1,1,34,97,63,106,3,29,5,672
"020771107","02","Caba","02077","Comuna 11",3,9,50,0,0,62,166,0,1,17,80,61,111,4,24,6,594
"020771108","02","Caba","02077","Comuna 11",15,1,61,4,1,74,162,0,3,21,67,59,78,1,19,5,571
"020771109","02","Caba","02077","Comuna 11",5,6,49,1,1,71,109,0,4,13,62,46,63,4,23,7,464
"020771201","02","Caba","02077","Comuna 11",12,8,36,0,1,51,141,2,15,29,88,45,118,6,39,7,598
"020771202","02","Caba","02077","Comuna 11",1,7,39,0,0,45,93,1,2,17,74,55,124,4,30,4,496
"020771203","02","Caba","02077","Comuna 11",5,10,38,0,2,74,180,0,2,23,121,76,162,10,68,9,780
"020771204","02","Caba","02077","Comuna 11",0,4,39,1,1,55,128,0,3,25,77,70,115,6,25,5,554
"020771205","02","Caba","02077","Comuna 11",3,6,30,0,2,37,114,0,1,13,80,47,81,3,11,7,435
"020771206","02","Caba","02077","Comuna 11",1,5,42,0,1,71,125,0,1,18,101,42,112,7,24,5,555
"020771207","02","Caba","02077","Comuna 11",8,3,39,0,0,51,112,1,3,23,79,29,98,1,19,10,476
"020771208","02","Caba","02077","Comuna 11",0,9,35,0,0,65,116,0,1,14,74,39,77,2,25,6,463
"020771209","02","Caba","02077","Comuna 11",0,9,42,0,1,39,127,0,1,32,69,43,104,0,33,5,505
"020771210","02","Caba","02077","Comuna 11",1,7,40,0,0,59,130,1,1,28,100,56,140,3,28,8,602
"020771301","02","Caba","02077","Comuna 11",1,5,45,1,0,35,141,0,3,17,78,47,114,1,37,6,531
"020771302","02","Caba","02077","Comuna 11",1,5,60,0,1,38,138,0,2,25,89,38,114,2,29,3,545
"020771303","02","Caba","02077","Comuna 11",1,6,37,0,0,50,132,0,1,20,75,42,103,2,33,8,510
"020771304","02","Caba","02077","Comuna 11",0,4,46,0,0,58,153,0,3,20,96,70,154,5,35,7,651
"020771305","02","Caba","02077","Comuna 11",0,7,59,1,0,47,158,0,0,22,95,64,113,3,35,6,610
"020771306","02","Caba","02077","Comuna 11",1,8,49,0,0,54,151,0,2,22,99,71,135,6,36,7,641
"020771307","02","Caba","02077","Comuna 11",0,3,47,0,0,44,120,0,3,22,78,60,105,5,31,3,521
"020771308","02","Caba","02077","Comuna 11",2,5,32,0,0,49,135,0,0,27,71,58,106,0,37,2,524
"020771309","02","Caba","02077","Comuna 11",0,10,75,0,0,69,156,1,0,26,91,57,144,7,37,5,678
"020771310","02","Caba","02077","Comuna 11",0,7,43,4,0,54,169,2,5,22,80,61,101,4,37,4,593
"020771311","02","Caba","02077","Comuna 11",0,8,52,0,0,58,147,0,4,29,86,56,101,4,29,6,580
"020771401","02","Caba","02077","Comuna 11",1,7,48,0,0,61,167,2,2,29,101,63,124,4,30,2,641
"020771402","02","Caba","02077","Comuna 11",4,11,50,0,1,51,162,1,1,16,105,54,114,3,25,3,601
"020771403","02","Caba","02077","Comuna 11",2,7,49,0,2,62,163,0,1,17,98,67,128,6,43,5,650
"020771404","02","Caba","02077","Comuna 11",2,4,42,0,0,57,124,0,3,19,66,43,87,3,8,4,462
"020771405","02","Caba","02077","Comuna 11",2,3,59,0,0,61,158,0,1,22,107,69,125,0,32,7,646
"020771406","02","Caba","02077","Comuna 11",0,5,41,0,0,38,92,0,1,22,66,33,89,0,31,5,423
"020771407","02","Caba","02077","Comuna 11",0,12,71,0,3,83,281,1,1,29,152,102,167,3,48,8,961
"020771408","02","Caba","02077","Comuna 11",2,4,31,0,0,55,113,1,2,20,79,52,132,6,38,5,540
"020771501","02","Caba","02077","Comuna 11",8,12,52,0,0,80,184,2,2,37,96,64,108,4,38,6,693
"020771502","02","Caba","02077","Comuna 11",1,6,41,0,1,71,145,0,2,28,94,63,99,6,40,2,599
"020771503","02","Caba","02077","Comuna 11",5,7,78,1,3,69,195,2,2,30,108,71,110,3,30,4,718
"020771504","02","Caba","02077","Comuna 11",10,10,61,0,0,84,153,4,5,34,73,59,119,4,36,9,661
"020771505","02","Caba","02077","Comuna 11",1,9,49,0,2,49,143,0,5,22,80,64,93,2,23,10,552
"020771506","02","Caba","02077","Comuna 11",2,4,36,0,0,44,102,0,1,16,65,58,99,2,24,4,457
"020771507","02","Caba","02077","Comuna 11",2,6,40,1,0,52,148,0,3,19,73,47,71,3,22,4,491
"020771508","02","Caba","02077","Comuna 11",5,5,51,0,3,41,158,0,2,16,89,64,120,2,26,4,586
"020771509","02","Caba","02077","Comuna 11",3,7,61,0,3,66,188,0,2,18,101,74,136,9,33,3,704
"020771510","02","Caba","02077","Comuna 11",0,5,35,0,3,61,147,1,0,18,92,68,128,3,35,8,604
"020771511","02","Caba","02077","Comuna 11",9,14,71,0,0,84,161,0,2,33,112,88,125,5,25,9,738
"020771601","02","Caba","02077","Comuna 11",4,11,70,0,0,74,168,2,5,23,98,58,139,2,23,6,683
"020771602","02","Caba","02077","Comuna 11",0,2,29,0,0,39,77,0,1,16,60,42,83,3,12,3,367
"020771603","02","Caba","02077","Comuna 11",8,1,61,0,0,56,136,2,1,21,85,53,95,3,30,3,555
"020771604","02","Caba","02077","Comuna 11",9,5,47,0,0,48,125,2,4,18,67,53,93,5,23,4,503
"020771605","02","Caba","02077","Comuna 11",10,7,51,0,0,73,203,1,3,37,106,79,117,4,34,13,738
"020771606","02","Caba","02077","Comuna 11",0,7,42,0,0,56,129,0,2,17,116,64,142,8,37,5,625
"020771607","02","Caba","02077","Comuna 11",6,9,62,0,1,79,166,0,5,35,106,82,116,4,30,7,708
"020771608","02","Caba","02077","Comuna 11",12,6,52,1,1,54,204,3,7,39,105,59,129,9,26,5,712
"020771609","02","Caba","02077","Comuna 11",0,4,35,0,0,37,133,1,2,18,88,45,103,4,35,3,508
"020771610","02","Caba","02077","Comuna 11",4,13,36,0,0,41,116,0,4,19,65,45,96,3,25,1,468
"020771611","02","Caba","02077","Comuna 11",10,6,27,0,0,35,103,1,4,16,45,34,80,4,21,2,388
"020771701","02","Caba","02077","Comuna 11",1,6,59,0,0,59,156,0,0,22,57,38,106,4,24,7,539
"020771702","02","Caba","02077","Comuna 11",0,4,59,1,0,42,156,2,4,19,75,52,72,2,25,7,520
"020771703","02","Caba","02077","Comuna 11",3,8,53,0,0,67,176,0,1,25,87,60,118,7,34,4,643
"020771704","02","Caba","02077","Comuna 11",2,13,52,0,0,66,144,1,2,26,69,44,86,4,11,8,528
"020771705","02","Caba","02077","Comuna 11",0,11,58,0,1,49,112,0,0,16,71,34,81,5,29,4,471
"020771706","02","Caba","02077","Comuna 11",0,10,66,0,0,55,137,0,2,28,81,52,76,0,25,9,541
"020771707","02","Caba","02077","Comuna 11",5,10,34,2,2,66,129,0,1,27,91,55,60,5,19,6,512
"020771708","02","Caba","02077","Comuna 11",3,8,39,0,2,57,151,0,3,19,51,35,55,6,10,4,443
"020771801","02","Caba","02077","Comuna 11",0,16,49,1,0,56,138,0,2,32,60,61,74,3,17,6,515
"020771802","02","Caba","02077","Comuna 11",1,7,53,0,0,58,148,0,2,28,68,46,87,4,34,7,543
"020771803","02","Caba","02077","Comuna 11",9,7,52,0,1,84,202,1,3,18,109,60,119,4,40,9,718
"020771804","02","Caba","02077","Comuna 11",5,17,59,2,0,92,191,0,7,25,82,72,110,3,22,6,693
"020771805","02","Caba","02077","Comuna 11",4,7,47,0,2,81,158,1,7,32,99,66,150,7,51,12,724
"020771806","02","Caba","02077","Comuna 11",2,14,52,0,0,63,156,0,5,16,76,42,94,8,25,4,557
"020771807","02","Caba","02077","Comuna 11",5,12,48,0,0,61,144,0,2,20,64,55,77,5,13,7,513
