"radios","cod_prov","Provincia","cod_depto","Departamento","PNIV_ASI_Sin instrucción","PNIV_ASI_Primario incompleto","PNIV_ASI_Primario completo","PNIV_ASI_EGB incompleto","PNIV_ASI_EGB completo","PNIV_ASI_Secundario incompleto","PNIV_ASI_Secundario completo","PNIV_ASI_Polimodal incompleto","PNIV_ASI_Polimodal completo","PNIV_ASI_Terciario no universitario incompleto","PNIV_ASI_Terciario no universitario completo","PNIV_ASI_Universitario de grado incompleto","PNIV_ASI_Universitario de grado completo","PNIV_ASI_Posgrado (especialización, maestría o doctorado) incompleto","PNIV_ASI_Posgrado (especialización, maestría o doctorado) completo","PNIV_ASI_Ignorado","Total"
"020630804","02","Caba","02063","Comuna 9",10,14,83,1,0,77,187,1,5,20,61,45,53,0,11,7,575
"020630805","02","Caba","02063","Comuna 9",2,14,86,1,1,67,213,0,1,26,65,46,56,3,14,6,601
"020630806","02","Caba","02063","Comuna 9",20,32,108,0,0,102,198,1,2,31,80,46,49,3,19,11,702
"020630807","02","Caba","02063","Comuna 9",2,23,112,1,1,84,133,1,1,16,48,25,32,2,6,7,494
"020630808","02","Caba","02063","Comuna 9",7,20,110,0,0,109,228,0,3,25,63,16,53,5,10,3,652
"020630809","02","Caba","02063","Comuna 9",6,22,88,0,0,114,175,2,4,13,50,32,33,0,3,7,549
"020630810","02","Caba","02063","Comuna 9",2,17,85,0,0,115,206,0,4,16,63,35,59,2,11,6,621
"020630811","02","Caba","02063","Comuna 9",4,4,68,1,1,67,115,0,1,18,57,31,31,0,8,7,413
"020630812","02","Caba","02063","Comuna 9",13,7,80,1,1,94,166,1,3,19,57,41,38,1,13,9,544
"020630813","02","Caba","02063","Comuna 9",3,8,64,0,1,59,149,1,3,11,48,21,33,0,11,2,414
"020630901","02","Caba","02063","Comuna 9",1,16,75,0,0,61,180,1,3,17,69,40,67,2,9,6,547
"020630902","02","Caba","02063","Comuna 9",2,21,86,0,2,93,190,0,0,19,80,27,46,1,14,6,587
"020630903","02","Caba","02063","Comuna 9",0,17,100,1,3,107,242,3,3,18,78,47,77,6,19,5,726
"020630904","02","Caba","02063","Comuna 9",0,18,65,0,1,79,141,1,3,15,51,20,30,1,3,6,434
"020630905","02","Caba","02063","Comuna 9",0,14,81,0,0,96,161,0,1,16,63,39,53,1,7,5,537
"020630906","02","Caba","02063","Comuna 9",3,14,89,0,5,81,192,1,2,20,85,41,71,0,14,8,626
"020630907","02","Caba","02063","Comuna 9",0,9,78,0,1,81,200,0,4,22,81,58,86,3,11,5,639
"020630908","02","Caba","02063","Comuna 9",0,9,58,0,1,48,135,1,0,6,46,26,45,0,9,3,387
"020630909","02","Caba","02063","Comuna 9",3,18,69,1,1,67,173,0,0,13,61,47,55,2,8,4,522
"020630910","02","Caba","02063","Comuna 9",0,19,68,0,2,100,174,0,0,16,64,39,63,1,11,10,567
"020630911","02","Caba","02063","Comuna 9",0,16,90,1,2,70,171,0,0,11,75,37,32,2,6,4,517
"020630912","02","Caba","02063","Comuna 9",0,18,93,0,0,87,149,0,3,9,59,32,52,2,11,8,523
"020630913","02","Caba","02063","Comuna 9",1,9,61,1,0,51,132,0,0,17,37,37,31,0,3,7,387
"020630914","02","Caba","02063","Comuna 9",1,16,76,0,3,84,175,2,1,25,82,52,64,1,20,7,609
"020631001","02","Caba","02063","Comuna 9",2,6,67,1,3,83,203,0,3,28,74,44,77,1,15,2,609
"020631002","02","Caba","02063","Comuna 9",1,15,70,0,1,93,195,0,1,28,77,47,77,2,15,11,633
"020631003","02","Caba","02063","Comuna 9",5,7,75,1,1,107,179,1,1,39,55,38,65,2,16,7,599
"020631004","02","Caba","02063","Comuna 9",0,10,41,2,1,67,146,0,0,27,64,43,66,4,17,9,497
"020631005","02","Caba","02063","Comuna 9",2,22,58,0,1,82,170,0,2,27,96,52,71,2,16,6,607
"020631006","02","Caba","02063","Comuna 9",0,14,63,0,0,65,143,1,3,13,69,28,53,1,9,6,468
"020631007","02","Caba","02063","Comuna 9",5,14,52,1,0,72,138,0,1,22,49,31,45,1,24,3,458
"020631008","02","Caba","02063","Comuna 9",0,8,65,0,0,68,191,2,1,21,98,46,93,1,23,12,629
"020631009","02","Caba","02063","Comuna 9",1,5,29,0,0,56,120,0,1,12,43,26,30,6,4,2,335
"020631010","02","Caba","02063","Comuna 9",2,6,53,0,2,52,130,0,0,22,88,53,67,1,22,3,501
"020631011","02","Caba","02063","Comuna 9",1,8,40,0,2,46,127,0,3,20,52,26,34,0,2,4,365
"020631012","02","Caba","02063","Comuna 9",0,8,45,0,0,54,111,0,0,8,45,22,29,1,9,2,334
"020631101","02","Caba","02063","Comuna 9",3,14,72,0,0,81,191,0,4,26,105,62,97,4,26,6,691
"020631102","02","Caba","02063","Comuna 9",3,12,61,0,1,78,170,0,3,33,117,72,124,3,22,7,706
"020631103","02","Caba","02063","Comuna 9",6,14,62,0,0,75,158,1,0,20,69,28,59,0,15,4,511
"020631104","02","Caba","02063","Comuna 9",3,11,93,0,0,92,211,1,3,29,125,51,125,4,24,10,782
"020631105","02","Caba","02063","Comuna 9",5,9,57,0,0,46,161,0,1,16,86,53,102,1,31,10,578
"020631106","02","Caba","02063","Comuna 9",4,7,68,2,0,43,149,0,2,21,73,37,71,4,22,6,509
"020631107","02","Caba","02063","Comuna 9",4,18,63,0,2,99,181,0,0,23,81,42,79,4,8,9,613
"020631108","02","Caba","02063","Comuna 9",11,9,48,0,0,53,180,2,0,32,73,65,71,5,17,10,576
"020631109","02","Caba","02063","Comuna 9",18,15,64,0,0,102,197,1,3,36,79,48,71,0,12,4,650
"020631110","02","Caba","02063","Comuna 9",0,14,77,0,0,73,180,0,1,25,58,43,67,1,12,7,558
"020631111","02","Caba","02063","Comuna 9",7,9,70,1,1,75,166,0,0,16,84,54,65,1,13,4,566
"020631112","02","Caba","02063","Comuna 9",4,20,66,1,5,112,204,0,2,30,78,65,65,1,19,10,682
"020631201","02","Caba","02063","Comuna 9",4,21,90,3,1,102,228,0,1,22,82,37,61,4,17,5,678
"020631202","02","Caba","02063","Comuna 9",2,8,38,1,1,55,109,0,0,10,38,29,22,0,10,3,326
"020631203","02","Caba","02063","Comuna 9",0,15,76,0,1,69,137,0,0,14,82,43,38,2,6,7,490
"020631204","02","Caba","02063","Comuna 9",1,15,87,2,0,80,158,0,0,13,64,42,71,3,11,3,550
"020631205","02","Caba","02063","Comuna 9",4,9,74,1,0,76,181,0,1,15,62,30,57,1,14,5,530
"020631206","02","Caba","02063","Comuna 9",0,12,81,3,1,71,184,0,4,18,71,28,35,1,10,7,526
"020631207","02","Caba","02063","Comuna 9",2,15,51,0,0,78,161,0,3,17,79,27,37,1,6,8,485
"020631208","02","Caba","02063","Comuna 9",6,24,73,0,0,91,208,0,0,14,81,53,53,0,8,8,619
"020631209","02","Caba","02063","Comuna 9",5,13,95,0,0,64,171,0,0,13,71,44,65,0,11,7,559
"020631210","02","Caba","02063","Comuna 9",4,28,117,0,0,136,269,0,1,38,114,56,85,1,20,13,882
"020631211","02","Caba","02063","Comuna 9",3,20,85,0,3,88,173,2,4,20,58,32,33,0,12,8,541
"020631212","02","Caba","02063","Comuna 9",0,14,56,0,0,88,147,0,0,19,46,24,27,0,12,3,436
"020631301","02","Caba","02063","Comuna 9",6,19,91,3,1,96,189,0,2,19,68,38,48,5,5,13,603
"020631302","02","Caba","02063","Comuna 9",37,29,88,1,0,123,212,2,5,42,109,46,85,8,21,12,820
"020631303","02","Caba","02063","Comuna 9",3,24,96,0,0,117,210,0,0,22,77,39,59,0,15,3,665
"020631304","02","Caba","02063","Comuna 9",18,35,72,1,2,90,197,4,6,19,60,40,42,7,9,3,605
"020631305","02","Caba","02063","Comuna 9",52,36,117,1,0,152,225,1,4,18,73,43,45,5,12,13,797
"020631306","02","Caba","02063","Comuna 9",20,28,99,0,0,129,257,2,4,17,54,43,60,4,14,5,736
"020631307","02","Caba","02063","Comuna 9",36,57,153,3,1,188,260,3,7,28,66,38,54,1,13,4,912
"020631401","02","Caba","02063","Comuna 9",50,39,104,0,0,113,224,3,3,29,93,45,66,1,31,5,806
"020631402","02","Caba","02063","Comuna 9",41,24,84,1,2,127,202,2,4,18,62,28,52,2,11,5,665
"020631403","02","Caba","02063","Comuna 9",51,20,102,0,7,118,196,3,2,11,45,23,34,1,5,5,623
"020631404","02","Caba","02063","Comuna 9",19,26,91,0,1,135,165,0,1,13,23,28,19,3,8,3,535
"020631405","02","Caba","02063","Comuna 9",58,40,129,0,0,117,156,1,3,12,25,14,11,4,1,3,574
"020631406","02","Caba","02063","Comuna 9",41,30,24,0,0,53,70,5,1,9,11,10,7,1,1,1,264
"020631407","02","Caba","02063","Comuna 9",30,74,158,2,1,190,222,1,11,13,39,19,27,2,4,10,803
"020631408","02","Caba","02063","Comuna 9",19,33,70,0,0,97,110,0,2,0,11,12,3,0,1,4,362
"020631409","02","Caba","02063","Comuna 9",23,61,154,0,1,177,235,1,4,29,49,24,19,1,11,11,800
"020631410","02","Caba","02063","Comuna 9",14,20,98,0,2,85,113,0,5,13,12,14,7,2,1,3,389
"020631411","02","Caba","02063","Comuna 9",13,41,71,0,3,99,141,0,3,8,7,9,8,1,5,6,415
"020631412","02","Caba","02063","Comuna 9",1,28,63,1,4,93,135,0,0,4,14,14,8,0,0,4,369
"020631413","02","Caba","02063","Comuna 9",9,18,89,1,0,67,71,1,1,10,9,5,8,1,2,4,296
"020631414","02","Caba","02063","Comuna 9",35,38,129,3,0,105,130,1,3,14,24,10,7,0,3,5,507
"020631415","02","Caba","02063","Comuna 9",30,59,115,3,0,129,180,0,3,11,24,11,18,3,10,2,598
"020631501","02","Caba","02063","Comuna 9",2,18,70,0,0,86,151,1,0,12,34,13,21,0,3,2,413
"020631502","02","Caba","02063","Comuna 9",1,26,114,1,0,114,184,0,1,17,48,31,32,2,6,15,592
"020631503","02","Caba","02063","Comuna 9",0,20,122,0,1,99,209,1,1,16,72,47,50,3,7,8,656
"020631504","02","Caba","02063","Comuna 9",2,17,104,1,0,123,202,0,3,25,63,49,48,0,5,6,648
"020631505","02","Caba","02063","Comuna 9",1,16,65,0,0,104,249,1,1,21,62,41,52,2,19,8,642
"020631506","02","Caba","02063","Comuna 9",1,29,81,0,0,109,211,0,0,25,91,39,55,0,17,7,665
"020631507","02","Caba","02063","Comuna 9",3,18,98,0,0,124,238,0,0,26,57,46,42,0,12,6,670
"020631508","02","Caba","02063","Comuna 9",4,18,69,0,1,92,183,0,1,20,58,51,57,1,6,9,570
"020631509","02","Caba","02063","Comuna 9",2,26,93,0,1,100,192,1,3,25,50,36,42,2,8,5,586
"020631510","02","Caba","02063","Comuna 9",5,18,58,0,1,113,158,1,0,13,34,27,24,0,4,6,462
"020631511","02","Caba","02063","Comuna 9",1,23,101,2,1,114,222,1,1,20,78,41,56,1,10,11,683
"020631601","02","Caba","02063","Comuna 9",6,27,100,0,0,106,182,0,5,23,59,35,52,0,11,7,613
"020631602","02","Caba","02063","Comuna 9",1,18,96,1,0,108,180,0,0,29,69,53,63,1,16,7,642
"020631603","02","Caba","02063","Comuna 9",0,17,100,0,0,80,186,0,2,18,64,35,32,1,9,2,546
"020631604","02","Caba","02063","Comuna 9",2,15,97,0,1,97,174,0,1,18,49,28,26,0,5,5,518
"020631605","02","Caba","02063","Comuna 9",1,27,82,1,0,122,214,2,3,21,48,41,48,2,13,6,631
"020631606","02","Caba","02063","Comuna 9",13,21,109,1,0,115,225,1,6,24,85,53,54,0,11,12,730
"020631607","02","Caba","02063","Comuna 9",2,24,119,1,0,117,208,1,2,31,83,36,60,0,7,14,705
"020631608","02","Caba","02063","Comuna 9",1,27,120,0,0,75,240,2,5,34,64,49,52,0,5,3,677
"020631609","02","Caba","02063","Comuna 9",0,22,137,2,2,96,247,0,5,34,77,36,52,1,15,11,737
"020631610","02","Caba","02063","Comuna 9",0,20,74,0,0,123,170,1,3,14,39,27,22,1,4,11,509
"020631611","02","Caba","02063","Comuna 9",3,14,73,0,0,80,117,0,1,11,24,13,13,0,4,9,362
"020631612","02","Caba","02063","Comuna 9",2,19,103,1,0,98,133,0,3,11,23,14,20,0,6,7,440
"020631613","02","Caba","02063","Comuna 9",4,19,105,0,0,84,169,0,3,11,34,14,25,2,4,6,480
"020700101","02","Caba","02070","Comuna 10",4,15,53,0,0,43,100,0,0,20,63,35,64,1,19,5,422
"020700102","02","Caba","02070","Comuna 10",7,6,83,0,2,75,144,2,2,23,86,44,96,2,20,3,595
"020700103","02","Caba","02070","Comuna 10",1,10,76,0,0,69,179,0,3,21,112,50,101,2,21,3,648
"020700104","02","Caba","02070","Comuna 10",0,7,50,0,0,61,139,0,0,21,62,36,68,2,13,12,471
"020700105","02","Caba","02070","Comuna 10",0,11,69,0,0,68,147,2,1,16,70,52,104,0,12,4,556
"020700106","02","Caba","02070","Comuna 10",0,4,45,0,0,64,169,0,2,19,86,58,106,2,18,8,581
"020700107","02","Caba","02070","Comuna 10",1,17,62,1,1,49,146,1,2,14,80,51,79,4,24,6,538
"020700108","02","Caba","02070","Comuna 10",2,6,65,1,0,65,180,1,2,28,108,64,97,1,23,16,659
"020700201","02","Caba","02070","Comuna 10",0,11,68,1,0,71,146,0,2,16,77,64,91,0,22,3,572
"020700202","02","Caba","02070","Comuna 10",0,4,63,1,0,55,126,0,3,19,61,49,71,0,21,4,477
"020700203","02","Caba","02070","Comuna 10",0,4,43,0,0,50,140,0,3,17,75,43,72,0,12,7,466
"020700204","02","Caba","02070","Comuna 10",0,8,50,2,0,72,181,0,2,15,86,61,97,3,17,5,599
"020700205","02","Caba","02070","Comuna 10",2,5,64,0,1,80,159,0,1,17,82,54,70,1,20,10,566
"020700206","02","Caba","02070","Comuna 10",2,8,67,0,0,80,199,0,3,30,134,78,131,1,28,7,768
"020700207","02","Caba","02070","Comuna 10",3,3,61,2,1,58,196,0,2,28,104,74,116,1,19,4,672
"020700208","02","Caba","02070","Comuna 10",3,8,61,0,2,63,137,2,1,29,98,66,108,1,18,7,604
"020700301","02","Caba","02070","Comuna 10",9,19,65,0,3,71,141,0,2,18,65,35,66,4,22,8,528
"020700302","02","Caba","02070","Comuna 10",7,6,40,2,0,58,147,1,1,25,75,43,110,4,19,8,546
"020700303","02","Caba","02070","Comuna 10",3,9,45,0,1,47,163,1,0,27,107,65,134,5,45,4,656
"020700304","02","Caba","02070","Comuna 10",2,3,36,0,0,37,95,0,2,17,56,42,75,2,28,4,399
"020700305","02","Caba","02070","Comuna 10",3,5,44,0,0,59,163,0,3,23,70,52,72,1,20,6,521
"020700306","02","Caba","02070","Comuna 10",3,11,52,2,0,72,131,0,4,21,66,44,79,3,17,5,510
"020700307","02","Caba","02070","Comuna 10",3,8,58,1,0,65,163,0,0,43,91,48,95,0,41,11,627
"020700308","02","Caba","02070","Comuna 10",5,9,64,1,1,68,227,1,1,25,98,62,111,6,22,3,704
"020700401","02","Caba","02070","Comuna 10",5,6,53,0,0,70,209,3,1,27,112,72,129,8,34,9,738
"020700402","02","Caba","02070","Comuna 10",0,14,67,0,0,76,216,0,4,34,130,79,182,6,49,6,863
"020700403","02","Caba","02070","Comuna 10",8,10,44,0,0,77,134,1,0,24,81,44,124,4,36,5,592
"020700404","02","Caba","02070","Comuna 10",33,9,75,2,2,100,207,0,5,39,156,85,164,10,60,8,955
"020700405","02","Caba","02070","Comuna 10",10,10,49,1,1,67,165,3,8,23,112,71,107,5,34,8,674
"020700406","02","Caba","02070","Comuna 10",7,4,46,0,1,45,131,0,1,20,63,44,83,4,26,2,477
"020700407","02","Caba","02070","Comuna 10",16,12,75,1,0,82,183,1,4,25,119,69,97,2,30,7,723
"020700408","02","Caba","02070","Comuna 10",6,7,72,1,0,77,174,1,2,27,102,58,95,1,15,6,644
"020700409","02","Caba","02070","Comuna 10",3,6,48,1,0,59,135,1,2,18,69,54,94,2,31,5,528
"020700501","02","Caba","02070","Comuna 10",4,8,53,1,0,80,136,0,3,12,63,40,73,1,14,2,490
"020700502","02","Caba","02070","Comuna 10",1,1,55,1,0,45,131,0,0,25,85,42,61,2,7,8,464
"020700503","02","Caba","02070","Comuna 10",3,10,87,0,3,69,185,0,1,27,110,68,116,0,23,6,708
"020700504","02","Caba","02070","Comuna 10",1,15,65,0,1,69,164,0,0,24,71,42,94,2,26,6,580
"020700505","02","Caba","02070","Comuna 10",1,10,86,0,0,76,154,3,1,33,74,51,95,2,31,2,619
"020700506","02","Caba","02070","Comuna 10",0,13,80,0,0,57,170,1,3,28,78,68,77,3,11,13,602
"020700507","02","Caba","02070","Comuna 10",2,17,74,1,0,70,152,0,0,21,99,41,79,0,17,7,580
"020700508","02","Caba","02070","Comuna 10",0,7,73,0,0,79,176,0,2,26,126,77,134,3,44,8,755
"020700509","02","Caba","02070","Comuna 10",1,8,60,0,0,65,119,0,2,27,82,54,74,2,27,11,532
"020700510","02","Caba","02070","Comuna 10",3,11,80,0,0,64,180,1,2,19,73,36,75,1,15,7,567
"020700511","02","Caba","02070","Comuna 10",0,11,77,0,2,57,152,0,2,18,70,45,83,2,12,3,534
"020700512","02","Caba","02070","Comuna 10",1,3,64,0,2,70,153,0,0,17,66,47,65,0,30,6,524
"020700513","02","Caba","02070","Comuna 10",1,18,55,0,1,67,145,0,0,19,82,39,77,0,20,6,530
"020700514","02","Caba","02070","Comuna 10",0,15,54,0,0,67,142,0,3,21,79,38,80,2,18,4,523
"020700601","02","Caba","02070","Comuna 10",0,3,57,0,0,59,138,0,0,12,75,31,76,0,12,5,468
"020700602","02","Caba","02070","Comuna 10",8,6,64,0,0,52,145,0,1,25,80,55,61,2,22,8,529
"020700603","02","Caba","02070","Comuna 10",2,7,63,0,1,77,173,0,1,27,87,58,118,2,28,8,652
"020700604","02","Caba","02070","Comuna 10",1,10,48,0,0,53,158,4,1,17,81,51,90,1,30,5,550
"020700605","02","Caba","02070","Comuna 10",2,13,65,0,1,72,185,2,1,33,123,47,126,5,35,9,719
"020700606","02","Caba","02070","Comuna 10",22,5,71,0,0,61,166,0,3,21,101,63,122,3,26,6,670
"020700607","02","Caba","02070","Comuna 10",0,13,48,0,2,59,130,0,3,25,87,53,84,6,19,7,536
"020700608","02","Caba","02070","Comuna 10",10,10,66,0,0,70,170,0,2,33,101,74,118,5,22,3,684
"020700609","02","Caba","02070","Comuna 10",13,5,46,0,1,53,119,0,3,22,74,38,79,1,18,2,474
"020700610","02","Caba","02070","Comuna 10",8,14,79,0,0,92,221,0,7,38,122,91,146,10,31,10,869
"020700611","02","Caba","02070","Comuna 10",13,8,56,0,2,50,153,0,1,22,79,43,94,2,27,7,557
"020700612","02","Caba","02070","Comuna 10",6,9,45,0,1,51,128,0,1,9,71,55,95,1,25,3,500
"020700613","02","Caba","02070","Comuna 10",2,11,84,0,0,75,222,3,2,36,136,70,156,4,27,5,833
"020700614","02","Caba","02070","Comuna 10",2,11,38,0,0,37,118,0,1,14,66,23,60,0,24,3,397
"020700701","02","Caba","02070","Comuna 10",3,24,112,0,1,129,256,0,5,39,125,54,119,3,26,15,911
"020700702","02","Caba","02070","Comuna 10",3,11,93,0,0,88,233,0,0,27,136,85,130,1,40,9,856
"020700703","02","Caba","02070","Comuna 10",4,14,73,0,0,81,184,2,0,39,135,80,124,3,33,12,784
"020700704","02","Caba","02070","Comuna 10",3,11,78,1,0,90,231,1,7,32,120,59,125,4,31,16,809
"020700705","02","Caba","02070","Comuna 10",5,16,82,1,2,82,223,0,8,35,98,75,115,4,29,11,786
"020700706","02","Caba","02070","Comuna 10",18,12,62,0,0,73,162,0,4,23,94,79,74,4,26,2,633
"020700707","02","Caba","02070","Comuna 10",4,16,94,0,1,106,251,0,0,34,140,93,107,3,30,14,893
"020700708","02","Caba","02070","Comuna 10",3,12,75,0,1,73,195,0,2,39,97,72,93,1,25,3,691
"020700709","02","Caba","02070","Comuna 10",0,29,85,0,0,71,181,1,1,24,101,51,115,0,32,9,700
"020700710","02","Caba","02070","Comuna 10",2,9,90,1,0,80,224,0,3,26,108,61,114,4,23,5,750
"020700801","02","Caba","02070","Comuna 10",4,13,76,0,0,84,178,0,3,26,86,52,105,1,17,6,651
"020700802","02","Caba","02070","Comuna 10",4,12,71,3,3,85,228,2,1,31,123,82,118,1,39,5,808
"020700803","02","Caba","02070","Comuna 10",1,11,40,1,1,47,110,0,3,30,80,32,100,1,41,4,502
"020700804","02","Caba","02070","Comuna 10",3,12,71,0,0,88,226,0,6,33,119,74,128,5,35,8,808
"020700805","02","Caba","02070","Comuna 10",2,16,72,0,0,76,190,0,3,27,88,59,102,2,32,1,670
"020700806","02","Caba","02070","Comuna 10",0,9,60,2,0,62,169,0,3,28,89,64,91,0,33,13,623
"020700807","02","Caba","02070","Comuna 10",6,17,82,1,3,82,216,3,1,46,101,71,121,5,28,10,793
"020700808","02","Caba","02070","Comuna 10",3,14,91,1,0,69,235,2,3,39,138,59,95,1,32,16,798
"020700809","02","Caba","02070","Comuna 10",0,9,36,0,0,42,121,0,3,19,72,33,78,3,19,5,440
"020700901","02","Caba","02070","Comuna 10",2,8,54,1,1,75,174,0,5,32,96,70,111,5,21,13,668
"020700902","02","Caba","02070","Comuna 10",0,6,84,0,0,79,183,0,3,28,86,68,86,4,23,10,660
"020700903","02","Caba","02070","Comuna 10",1,6,62,0,0,79,184,1,3,30,80,53,86,0,22,8,615
"020700904","02","Caba","02070","Comuna 10",0,5,53,0,0,66,134,2,2,18,81,57,92,1,14,5,530
"020700905","02","Caba","02070","Comuna 10",2,15,51,0,1,57,141,0,0,19,71,35,77,4,20,4,497
"020700906","02","Caba","02070","Comuna 10",0,12,76,0,0,79,165,0,2,36,90,62,102,1,23,7,655
"020700907","02","Caba","02070","Comuna 10",0,6,53,0,1,84,151,1,0,17,85,61,72,2,28,12,573
"020700908","02","Caba","02070","Comuna 10",0,12,48,4,0,58,149,0,2,16,91,58,74,1,19,5,537
"020700909","02","Caba","02070","Comuna 10",1,9,59,0,1,38,145,0,1,21,79,50,64,4,25,3,500
"020700910","02","Caba","02070","Comuna 10",1,5,52,0,0,69,153,0,3,21,96,58,98,3,17,6,582
"020701001","02","Caba","02070","Comuna 10",0,10,63,0,2,69,140,0,1,17,82,49,97,0,25,2,557
"020701002","02","Caba","02070","Comuna 10",0,8,61,0,2,87,186,2,6,32,102,66,102,2,37,9,702
"020701003","02","Caba","02070","Comuna 10",2,5,52,0,3,51,134,0,1,25,99,62,101,6,45,4,590
"020701004","02","Caba","02070","Comuna 10",0,4,37,0,0,51,123,0,0,27,86,56,103,5,26,4,522
"020701005","02","Caba","02070","Comuna 10",0,7,49,1,0,66,184,0,2,31,106,49,79,4,25,7,610
"020701006","02","Caba","02070","Comuna 10",1,8,45,0,0,60,150,1,2,21,98,58,117,4,45,6,616
"020701007","02","Caba","02070","Comuna 10",1,13,53,0,1,50,148,0,0,15,72,36,86,1,18,7,501
"020701008","02","Caba","02070","Comuna 10",1,13,72,0,0,73,156,2,2,23,88,49,108,1,31,2,621
"020701009","02","Caba","02070","Comuna 10",2,17,66,0,1,71,175,3,4,32,81,61,93,2,34,7,649
"020701010","02","Caba","02070","Comuna 10",0,8,53,1,0,56,117,0,0,20,76,51,80,3,19,9,493
"020701011","02","Caba","02070","Comuna 10",0,14,43,0,0,94,172,0,2,31,61,42,60,2,22,4,547
"020701012","02","Caba","02070","Comuna 10",3,13,64,1,0,71,186,0,0,26,74,43,76,0,21,6,584
"020701101","02","Caba","02070","Comuna 10",1,17,48,0,0,78,163,3,2,23,80,56,86,5,25,5,592
"020701102","02","Caba","02070","Comuna 10",1,16,70,1,2,76,222,0,1,28,74,49,84,1,17,13,655
"020701103","02","Caba","02070","Comuna 10",9,15,89,0,0,85,186,0,2,32,80,52,90,2,22,7,671
"020701104","02","Caba","02070","Comuna 10",4,9,42,1,1,71,143,1,3,16,54,46,60,2,11,8,472
"020701105","02","Caba","02070","Comuna 10",1,13,45,1,0,77,164,0,0,6,30,22,53,0,7,3,422
"020701106","02","Caba","02070","Comuna 10",3,7,30,0,0,39,115,0,3,5,22,12,17,0,3,2,258
"020701107","02","Caba","02070","Comuna 10",3,18,47,0,0,64,182,1,3,17,55,45,55,4,11,6,511
"020701108","02","Caba","02070","Comuna 10",8,19,61,0,0,67,155,2,3,12,73,58,75,3,17,6,559
"020701109","02","Caba","02070","Comuna 10",1,9,54,0,0,69,187,0,2,37,99,55,86,3,13,7,622
"020701110","02","Caba","02070","Comuna 10",1,7,44,0,0,65,134,0,1,21,58,44,76,3,15,6,475
"020701111","02","Caba","02070","Comuna 10",2,3,43,0,0,41,124,0,1,15,34,39,57,0,7,7,373
"020701201","02","Caba","02070","Comuna 10",1,5,57,0,1,75,142,1,5,22,89,56,108,1,31,7,601
"020701202","02","Caba","02070","Comuna 10",0,11,48,1,0,51,151,0,1,29,100,56,112,4,21,7,592
"020701203","02","Caba","02070","Comuna 10",10,17,42,0,1,61,146,0,2,30,51,53,63,5,14,7,502
"020701204","02","Caba","02070","Comuna 10",8,7,42,1,0,61,121,1,1,13,38,36,45,1,17,0,392
"020701205","02","Caba","02070","Comuna 10",3,6,19,1,1,40,59,1,2,2,21,16,28,1,4,2,206
"020701206","02","Caba","02070","Comuna 10",3,5,14,0,1,36,82,0,3,5,24,19,24,1,5,6,228
"020701207","02","Caba","02070","Comuna 10",4,8,38,0,0,50,142,0,1,22,32,38,53,2,10,8,408
"020701208","02","Caba","02070","Comuna 10",3,6,54,0,0,60,173,1,5,28,68,53,53,3,16,6,529
"020701209","02","Caba","02070","Comuna 10",4,7,39,1,1,45,143,0,1,37,81,55,103,1,29,5,552
"020701210","02","Caba","02070","Comuna 10",1,3,36,0,0,61,124,1,3,13,65,45,87,5,15,7,466
"020701301","02","Caba","02070","Comuna 10",1,8,43,0,0,45,107,1,0,15,57,31,71,3,11,8,401
"020701302","02","Caba","02070","Comuna 10",9,11,63,0,0,68,160,1,2,20,98,68,95,5,44,6,650
"020701303","02","Caba","02070","Comuna 10",4,8,43,0,0,66,103,0,2,13,51,42,64,0,10,6,412
"020701304","02","Caba","02070","Comuna 10",3,6,35,1,0,48,124,0,3,14,52,36,42,0,18,3,385
"020701305","02","Caba","02070","Comuna 10",2,12,58,0,0,59,158,0,1,20,78,55,110,0,17,9,579
"020701306","02","Caba","02070","Comuna 10",0,6,46,0,1,45,127,0,2,25,97,50,94,1,17,2,513
"020701307","02","Caba","02070","Comuna 10",0,7,31,0,0,28,124,0,2,18,75,56,82,0,17,3,443
"020701308","02","Caba","02070","Comuna 10",1,7,40,0,0,49,103,0,0,22,84,39,117,0,25,2,489
"020701309","02","Caba","02070","Comuna 10",0,8,28,0,0,50,119,0,3,20,77,42,97,5,23,5,477
"020701310","02","Caba","02070","Comuna 10",0,9,29,1,2,42,92,0,1,14,84,53,103,0,25,4,459
"020701311","02","Caba","02070","Comuna 10",0,10,29,1,0,46,109,0,1,33,70,38,68,2,20,2,429
"020701312","02","Caba","02070","Comuna 10",1,9,34,0,0,52,101,0,0,15,65,34,62,2,17,1,393
"020701401","02","Caba","02070","Comuna 10",1,16,73,1,1,81,156,0,0,16,89,55,102,4,24,8,627
"020701402","02","Caba","02070","Comuna 10",3,19,83,0,0,90,225,0,1,19,101,61,92,1,23,7,725
"020701403","02","Caba","02070","Comuna 10",2,20,80,0,2,95,177,0,1,35,80,62,64,3,18,1,640
"020701404","02","Caba","02070","Comuna 10",1,10,50,1,1,56,153,1,4,23,92,64,101,1,26,4,588
"020701405","02","Caba","02070","Comuna 10",0,2,54,1,0,56,122,0,0,23,68,57,88,0,19,2,492
"020701406","02","Caba","02070","Comuna 10",0,4,25,1,0,35,91,0,1,17,66,26,71,4,27,5,373
"020701407","02","Caba","02070","Comuna 10",2,10,44,0,0,53,171,2,0,18,82,56,96,4,21,7,566
