id,nomoficial,nombre_norm,barrio,barrio_par,barrio_imp,comuna,tipo_c,long,geometry,wikidata_id,figura_nombre,partido_madre,partido_raw,tipo_figura,fuente_match,calle_wikidata_id,calle_wikidata_label
11340,"CARRIL, SALVADOR MARIA DEL AV.",SALVADOR MARIA DEL CARRIL,Villa Devoto,Villa Devoto,Villa Devoto,11.0,AVENIDA,87.74167656208463,"LINESTRING (-58.526596328590124 -34.60838661813109, -58.52732971927477 -34.60889441153081)",Q7406435,Salvador María del Carril,Liberalismo,Partido Unitario,politico,wikidata_p138,Q5714060,Avenida Salvador María del Carril
5636,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,83.98298762882348,"LINESTRING (-58.41499868095848 -34.584539713812035, -58.41427851042832 -34.58407244642955)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
5546,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,104.8783582550163,"LINESTRING (-58.41427851042832 -34.58407244642955, -58.41337918104376 -34.58348890232599)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
5428,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,148.283428461111,"LINESTRING (-58.41337918104376 -34.58348890232599, -58.412107663432835 -34.58266385356913)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
5241,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,119.8415630808166,"LINESTRING (-58.412107663432835 -34.58266385356913, -58.411098759936436 -34.58197777986115)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
5124,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,142.9199694718638,"LINESTRING (-58.411098759936436 -34.58197777986115, -58.41040009782517 -34.58082633102432)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
4869,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,117.3777843058209,"LINESTRING (-58.41040009782517 -34.58082633102432, -58.40983474598298 -34.57987719375728)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
4685,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,117.0563354445583,"LINESTRING (-58.40983474598298 -34.57987719375728, -58.40927093787326 -34.578930660095594)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
4510,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,135.2945647862031,"LINESTRING (-58.40927093787326 -34.578930660095594, -58.40861937235455 -34.57783661680978)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
4055,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,80.36390507043063,"LINESTRING (-58.40751847573079 -34.576194115340144, -58.40699942756088 -34.575610626306414)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
3960,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,56.50982202191924,"LINESTRING (-58.40699942756088 -34.575610626306414, -58.40663437105028 -34.575200378986594)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
30940,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,16.72323093497403,"LINESTRING (-58.49897901105918 -34.67254470763719, -58.49912585008134 -34.67263418732278)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
30884,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,82.96008202917061,"LINESTRING (-58.492907959832465 -34.66720400652913, -58.49345732620085 -34.66779830808796)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
30205,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,105.3306284815441,"LINESTRING (-58.4936072266606 -34.66796052513481, -58.49434517768303 -34.668688350995744)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
29194,"PERON, EVA AV.",EVA PERON,Flores,Flores,Flores,7.0,AVENIDA,81.39768961148103,"LINESTRING (-58.46071596442034 -34.64292199179925, -58.46068280289061 -34.64304758809578, -58.46072989131982 -34.64319030018896, -58.4608319219285 -34.64332652651732, -58.46092854158183 -34.643612634546706)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
29193,"PERON, EVA AV.",EVA PERON,Flores,Flores,Flores,7.0,AVENIDA,43.27044276731856,"LINESTRING (-58.46071596442034 -34.64292199179925, -58.460918270854236 -34.64291461212877, -58.46110664119956 -34.64294056313422, -58.46118498961801 -34.642944092908635)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
28454,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,99.06852262396943,"LINESTRING (-58.50164042359439 -34.67398166638999, -58.5025179062848 -34.674503135662384)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
26424,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,104.9544895800719,"LINESTRING (-58.50067970415995 -34.673466822213555, -58.50164042359439 -34.67398166638999)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
26391,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,61.53522604965737,"LINESTRING (-58.50011639118381 -34.67316502078949, -58.50067970415995 -34.673466822213555)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
26366,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,41.09422527956325,"LINESTRING (-58.49974022621659 -34.67296344298294, -58.50011639118381 -34.67316502078949)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
26349,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,67.11938770716613,"LINESTRING (-58.49912585008134 -34.67263418732278, -58.49974022621659 -34.67296344298294)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
26327,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,5.96961935049002,"LINESTRING (-58.498926594645575 -34.67251276641798, -58.49897901105918 -34.67254470763719)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
5773,"SCALABRINI ORTIZ, RAUL",RAUL SCALABRINI ORTIZ,Palermo,Palermo,Palermo,14.0,CALLE,110.8465570721331,"LINESTRING (-58.41595361946592 -34.58515171868958, -58.41563416729717 -34.584952013306754, -58.41499868095848 -34.584539713812035)",Q4263301,Raúl Scalabrini Ortiz,UCR,Unión Cívica Radical,politico,wikidata_p138,Q17623075,Museo Nacional Ferroviario Raúl Scalabrini Ortiz
32421,"ACOSTA, MARIANO",MARIANO ACOSTA,Flores,Flores,Flores,7.0,CALLE,51.16517459551528,"LINESTRING (-58.46124484458819 -34.650206143704494, -58.46137178396815 -34.65022241903029, -58.461449708658556 -34.65024102326832, -58.46148780511058 -34.650255333971515, -58.46151897482667 -34.65027536872325, -58.46153629105767 -34.650306851590294, -58.4615414855433 -34.65034405846746, -58.461524168373145 -34.65037840306555, -58.46150511960088 -34.65040702351676, -58.46145240372117 -34.65047280347632)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
30800,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,144.8851133407969,"LINESTRING (-58.45215338430372 -34.657929218294065, -58.45111754853606 -34.65874243945805, -58.45100350562537 -34.65882510454983)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
30754,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,122.7529999620562,"LINESTRING (-58.45468946524225 -34.65594754021548, -58.4537164555034 -34.656707729593165)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25131,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,99.33507714760457,"LINESTRING (-58.44976174009954 -34.65959420278755, -58.44917121847092 -34.66005730742945, -58.44897662081159 -34.66021137009725)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25161,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,99.2224685384618,"LINESTRING (-58.44989671973202 -34.65970435917378, -58.449109896382346 -34.66031856938012)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25238,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,98.08143647698586,"LINESTRING (-58.44897662081159 -34.66021137009725, -58.448385663534424 -34.66067876663339, -58.44820495658407 -34.66082381561766)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25255,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,98.46110215760562,"LINESTRING (-58.449109896382346 -34.66031856938012, -58.44857255466636 -34.6607413249084, -58.4483142012267 -34.66091382958893)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25338,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,112.7465270126774,"LINESTRING (-58.4483142012267 -34.66091382958893, -58.44742668393362 -34.661617453490166)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25434,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,131.9890898836079,"LINESTRING (-58.44742668393362 -34.661617453490166, -58.44651889212932 -34.66233723687164, -58.44636527274018 -34.662417505264386)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25502,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,68.7398872545426,"LINESTRING (-58.44636527274018 -34.662417505264386, -58.44584996542067 -34.662867667142166)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25530,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,60.90132138006846,"LINESTRING (-58.44584996542067 -34.662867667142166, -58.44537055587342 -34.663247740379866)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25592,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,74.22725177904604,"LINESTRING (-58.44537055587342 -34.663247740379866, -58.444982268437805 -34.66355557154695, -58.44478680214223 -34.663711458300796)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25607,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,28.9085144736231,"LINESTRING (-58.44478680214223 -34.663711458300796, -58.44456379944198 -34.66389572093197)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
26310,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,80.54584606635356,"LINESTRING (-58.498251222979775 -34.67204887576315, -58.498722138341826 -34.67238691006078, -58.498926594645575 -34.67251276641798)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
25624,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,28.46619645424843,"LINESTRING (-58.44456379944198 -34.66389572093197, -58.444340030126305 -34.66407364497066)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25809,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,123.6222475011446,"LINESTRING (-58.443130977250206 -34.66503521620993, -58.44215923075084 -34.66580794256346)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25899,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,154.0941272465434,"LINESTRING (-58.44215923075084 -34.66580794256346, -58.44094791099579 -34.66677111120107)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
28552,"ACOSTA, MARIANO",MARIANO ACOSTA,Flores,Flores,Flores,7.0,CALLE,21.79099204715231,"LINESTRING (-58.461582327636954 -34.6505859338397, -58.461522854127914 -34.65058725492901, -58.46146716482235 -34.650565629163154, -58.46144619043092 -34.65052201395393, -58.46145240372117 -34.65047280347632)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
29991,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,134.4377193627462,"LINESTRING (-58.447320043883984 -34.66152291235341, -58.44644068390743 -34.662228479455756, -58.44636527274018 -34.662417505264386)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
29992,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,112.2267749876216,"LINESTRING (-58.44820495658407 -34.66082381561766, -58.447320043883984 -34.66152291235341)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
30150,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,35.96141044820089,"LINESTRING (-58.456983574489655 -34.654154898087164, -58.45669545678807 -34.6543748832335)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
30151,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,35.22929558152165,"LINESTRING (-58.45669545678807 -34.6543748832335, -58.456419432027076 -34.65459582996664)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
30152,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,27.98221139487804,"LINESTRING (-58.456419432027076 -34.65459582996664, -58.45619767269551 -34.65476915349447)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
30499,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,277.834016763274,"LINESTRING (-58.45469612980282 -34.655728543782445, -58.45249528890441 -34.65745037852854)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
30697,"ACOSTA, MARIANO",MARIANO ACOSTA,Flores,Flores,Flores,7.0,CALLE,62.09111585354416,"LINESTRING (-58.461971709202366 -34.65014731716172, -58.46191397811534 -34.65031420833884, -58.4617610126113 -34.65044777022692, -58.461582327636954 -34.6505859338397)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
25718,"ACOSTA, MARIANO",MARIANO ACOSTA,Villa Soldati,Villa Soldati,Villa Soldati,8.0,CALLE,153.8231727400925,"LINESTRING (-58.444340030126305 -34.66407364497066, -58.443130977250206 -34.66503521620993)",Q3847746,Mariano Acosta,Liberalismo,Partido Autonomista Nacional,politico,wikidata_p138,Q126199543,Avenida Mariano Acosta
26275,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,40.84148822245746,"LINESTRING (-58.49791477199747 -34.67180749201375, -58.498251222979775 -34.67204887576315)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
26265,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,61.72411863388272,"LINESTRING (-58.497406347583215 -34.67144263397753, -58.49791477199747 -34.67180749201375)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
26237,"PERON, EVA AV.",EVA PERON,,Villa Lugano,Mataderos,,AVENIDA,216.8330261587568,"LINESTRING (-58.495736512957514 -34.670060549219194, -58.49587166469604 -34.670193823566855, -58.49703835441135 -34.67117851004007, -58.497406347583215 -34.67144263397753)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
24392,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,62.12929564268103,"LINESTRING (-58.476549343303695 -34.65584773309424, -58.4770044958868 -34.656262685399746)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
24305,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,141.8579357961415,"LINESTRING (-58.475510095251956 -34.654900300306785, -58.476549343303695 -34.65584773309424)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
24102,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,46.7313848122503,"LINESTRING (-58.4751678040024 -34.65458814897014, -58.475510095251956 -34.654900300306785)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
24030,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,62.24543665268632,"LINESTRING (-58.47471181741991 -34.65417241511694, -58.4751678040024 -34.65458814897014)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
23931,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,85.1489163240479,"LINESTRING (-58.47408801811242 -34.65360373572194, -58.47471181741991 -34.65417241511694)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
23781,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,56.44363210739798,"LINESTRING (-58.47367457144524 -34.65322672680677, -58.47408801811242 -34.65360373572194)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
23686,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,56.99123167530225,"LINESTRING (-58.473257122804796 -34.652846054795965, -58.47367457144524 -34.65322672680677)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
23598,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,75.1161051946778,"LINESTRING (-58.47270689417281 -34.652344334473675, -58.473257122804796 -34.652846054795965)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
23487,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,19.01510822365889,"LINESTRING (-58.472567548301065 -34.652217372433775, -58.47270689417281 -34.652344334473675)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
23455,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,71.39380361648638,"LINESTRING (-58.47204460020342 -34.65174050632311, -58.472567548301065 -34.652217372433775)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
24487,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,68.77194695321374,"LINESTRING (-58.4770044958868 -34.656262685399746, -58.47750832269616 -34.65672199678679)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
23367,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,167.6823082595165,"LINESTRING (-58.470816343452576 -34.650620509836266, -58.47204460020342 -34.65174050632311)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
22853,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,29.00432054491103,"LINESTRING (-58.46956545092772 -34.649479938401385, -58.46977790763906 -34.64967366112285)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
22796,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,142.4240065925927,"LINESTRING (-58.46875481164368 -34.64838475789863, -58.46956545092772 -34.649479938401385)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
22547,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,59.59663045303174,"LINESTRING (-58.46842926499416 -34.647919768488535, -58.46875481164368 -34.64838475789863)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
22446,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,44.74809320449607,"LINESTRING (-58.46818485172901 -34.64757062091453, -58.46842926499416 -34.647919768488535)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
22344,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,43.8730586561428,"LINESTRING (-58.4679452128193 -34.6472283036876, -58.46818485172901 -34.64757062091453)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
22243,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,73.16019659890095,"LINESTRING (-58.46754562016968 -34.64665746872654, -58.4679452128193 -34.6472283036876)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
22079,"PERON, EVA AV.",EVA PERON,Parque Avellaneda,Parque Avellaneda,Parque Avellaneda,9.0,AVENIDA,82.54192703271173,"LINESTRING (-58.46712311631954 -34.64600222865303, -58.46724748628416 -34.64624427430901, -58.46754562016968 -34.64665746872654)",Q40933,Eva Perón,PJ,Partido Peronista Femenino,politico,wikidata_p138,Q64764217,Museo Evita - Instituto Nacional Eva Perón de Investigaciones Históricas
