"radios","cod_prov","Provincia","cod_depto","Departamento","HNBI_TOT_Sí","HNBI_TOT_No","Total"
"020142103","02","Caba","02014","Comuna 2",14,384,398
"020142104","02","Caba","02014","Comuna 2",5,601,606
"020142105","02","Caba","02014","Comuna 2",8,524,532
"020142106","02","Caba","02014","Comuna 2",14,447,461
"020142201","02","Caba","02014","Comuna 2",3,402,405
"020142202","02","Caba","02014","Comuna 2",7,328,335
"020142203","02","Caba","02014","Comuna 2",4,342,346
"020142204","02","Caba","02014","Comuna 2",10,483,493
"020142205","02","Caba","02014","Comuna 2",5,550,555
"020142206","02","Caba","02014","Comuna 2",5,617,622
"020142301","02","Caba","02014","Comuna 2",2,333,335
"020142302","02","Caba","02014","Comuna 2",0,426,426
"020142303","02","Caba","02014","Comuna 2",3,495,498
"020142304","02","Caba","02014","Comuna 2",5,418,423
"020142305","02","Caba","02014","Comuna 2",1,278,279
"020142306","02","Caba","02014","Comuna 2",5,131,136
"020142307","02","Caba","02014","Comuna 2",2,226,228
"020142308","02","Caba","02014","Comuna 2",2,161,163
"020142309","02","Caba","02014","Comuna 2",4,454,458
"020142401","02","Caba","02014","Comuna 2",9,423,432
"020142402","02","Caba","02014","Comuna 2",18,283,301
"020142403","02","Caba","02014","Comuna 2",10,375,385
"020142404","02","Caba","02014","Comuna 2",6,478,484
"020142405","02","Caba","02014","Comuna 2",9,547,556
"020142406","02","Caba","02014","Comuna 2",7,505,512
"020142501","02","Caba","02014","Comuna 2",21,287,308
"020142502","02","Caba","02014","Comuna 2",17,416,433
"020142503","02","Caba","02014","Comuna 2",1,168,169
"020142504","02","Caba","02014","Comuna 2",7,408,415
"020142505","02","Caba","02014","Comuna 2",5,396,401
"020142506","02","Caba","02014","Comuna 2",47,340,387
"020142507","02","Caba","02014","Comuna 2",9,383,392
"020142508","02","Caba","02014","Comuna 2",3,358,361
"020142509","02","Caba","02014","Comuna 2",23,477,500
"020142510","02","Caba","02014","Comuna 2",2,274,276
"020142511","02","Caba","02014","Comuna 2",1,272,273
"020142512","02","Caba","02014","Comuna 2",0,345,345
"020142513","02","Caba","02014","Comuna 2",17,274,291
"020210101","02","Caba","02021","Comuna 3",24,289,313
"020210102","02","Caba","02021","Comuna 3",13,434,447
"020210103","02","Caba","02021","Comuna 3",18,414,432
"020210104","02","Caba","02021","Comuna 3",12,248,260
"020210105","02","Caba","02021","Comuna 3",23,359,382
"020210106","02","Caba","02021","Comuna 3",15,274,289
"020210107","02","Caba","02021","Comuna 3",83,210,293
"020210108","02","Caba","02021","Comuna 3",16,224,240
"020210109","02","Caba","02021","Comuna 3",16,379,395
"020210110","02","Caba","02021","Comuna 3",55,114,169
"020210111","02","Caba","02021","Comuna 3",28,271,299
"020210112","02","Caba","02021","Comuna 3",1,276,277
"020210201","02","Caba","02021","Comuna 3",23,362,385
"020210202","02","Caba","02021","Comuna 3",5,336,341
"020210203","02","Caba","02021","Comuna 3",3,225,228
"020210204","02","Caba","02021","Comuna 3",5,298,303
"020210205","02","Caba","02021","Comuna 3",53,405,458
"020210206","02","Caba","02021","Comuna 3",17,292,309
"020210207","02","Caba","02021","Comuna 3",24,414,438
"020210208","02","Caba","02021","Comuna 3",40,445,485
"020210209","02","Caba","02021","Comuna 3",19,373,392
"020210210","02","Caba","02021","Comuna 3",6,197,203
"020210211","02","Caba","02021","Comuna 3",11,263,274
"020210212","02","Caba","02021","Comuna 3",49,318,367
"020210301","02","Caba","02021","Comuna 3",9,502,511
"020210302","02","Caba","02021","Comuna 3",64,423,487
"020210303","02","Caba","02021","Comuna 3",27,381,408
"020210304","02","Caba","02021","Comuna 3",12,268,280
"020210305","02","Caba","02021","Comuna 3",15,338,353
"020210306","02","Caba","02021","Comuna 3",8,335,343
"020210307","02","Caba","02021","Comuna 3",7,362,369
"020210308","02","Caba","02021","Comuna 3",45,364,409
"020210309","02","Caba","02021","Comuna 3",13,197,210
"020210310","02","Caba","02021","Comuna 3",40,235,275
"020210311","02","Caba","02021","Comuna 3",61,285,346
"020210401","02","Caba","02021","Comuna 3",25,400,425
"020210402","02","Caba","02021","Comuna 3",14,251,265
"020210403","02","Caba","02021","Comuna 3",13,336,349
"020210404","02","Caba","02021","Comuna 3",60,382,442
"020210405","02","Caba","02021","Comuna 3",27,284,311
"020210406","02","Caba","02021","Comuna 3",12,379,391
"020210407","02","Caba","02021","Comuna 3",5,320,325
"020210408","02","Caba","02021","Comuna 3",18,197,215
"020210501","02","Caba","02021","Comuna 3",27,384,411
"020210502","02","Caba","02021","Comuna 3",7,319,326
"020210503","02","Caba","02021","Comuna 3",19,544,563
"020210504","02","Caba","02021","Comuna 3",17,263,280
"020210505","02","Caba","02021","Comuna 3",13,402,415
"020210506","02","Caba","02021","Comuna 3",3,232,235
"020210507","02","Caba","02021","Comuna 3",10,449,459
"020210601","02","Caba","02021","Comuna 3",34,518,552
"020210602","02","Caba","02021","Comuna 3",50,311,361
"020210603","02","Caba","02021","Comuna 3",11,405,416
"020210604","02","Caba","02021","Comuna 3",5,405,410
"020210605","02","Caba","02021","Comuna 3",66,326,392
"020210606","02","Caba","02021","Comuna 3",14,285,299
"020210607","02","Caba","02021","Comuna 3",5,349,354
"020210701","02","Caba","02021","Comuna 3",3,166,169
"020210702","02","Caba","02021","Comuna 3",20,464,484
"020210703","02","Caba","02021","Comuna 3",33,477,510
"020210704","02","Caba","02021","Comuna 3",38,472,510
"020210705","02","Caba","02021","Comuna 3",42,327,369
"020210706","02","Caba","02021","Comuna 3",26,308,334
"020210707","02","Caba","02021","Comuna 3",12,576,588
"020210708","02","Caba","02021","Comuna 3",47,192,239
"020210709","02","Caba","02021","Comuna 3",19,450,469
"020210801","02","Caba","02021","Comuna 3",2,388,390
"020210802","02","Caba","02021","Comuna 3",4,217,221
"020210803","02","Caba","02021","Comuna 3",12,381,393
"020210804","02","Caba","02021","Comuna 3",9,226,235
"020210805","02","Caba","02021","Comuna 3",8,228,236
"020210806","02","Caba","02021","Comuna 3",2,229,231
"020210807","02","Caba","02021","Comuna 3",16,226,242
"020210808","02","Caba","02021","Comuna 3",46,197,243
"020210809","02","Caba","02021","Comuna 3",12,302,314
"020210810","02","Caba","02021","Comuna 3",13,220,233
"020210901","02","Caba","02021","Comuna 3",7,399,406
"020210902","02","Caba","02021","Comuna 3",31,245,276
"020210903","02","Caba","02021","Comuna 3",15,485,500
"020210904","02","Caba","02021","Comuna 3",54,381,435
"020210905","02","Caba","02021","Comuna 3",21,227,248
"020210906","02","Caba","02021","Comuna 3",38,241,279
"020210907","02","Caba","02021","Comuna 3",92,210,302
"020210908","02","Caba","02021","Comuna 3",16,276,292
"020210909","02","Caba","02021","Comuna 3",47,419,466
"020210910","02","Caba","02021","Comuna 3",50,312,362
"020211001","02","Caba","02021","Comuna 3",10,425,435
"020211002","02","Caba","02021","Comuna 3",58,321,379
"020211003","02","Caba","02021","Comuna 3",18,227,245
"020211004","02","Caba","02021","Comuna 3",7,343,350
"020211005","02","Caba","02021","Comuna 3",22,270,292
"020211006","02","Caba","02021","Comuna 3",94,267,361
"020211007","02","Caba","02021","Comuna 3",36,326,362
"020211008","02","Caba","02021","Comuna 3",67,308,375
"020211009","02","Caba","02021","Comuna 3",4,67,71
"020211101","02","Caba","02021","Comuna 3",13,356,369
"020211102","02","Caba","02021","Comuna 3",82,363,445
"020211103","02","Caba","02021","Comuna 3",72,272,344
"020211104","02","Caba","02021","Comuna 3",17,397,414
"020211105","02","Caba","02021","Comuna 3",41,303,344
"020211106","02","Caba","02021","Comuna 3",139,414,553
"020211107","02","Caba","02021","Comuna 3",56,310,366
"020211108","02","Caba","02021","Comuna 3",35,376,411
"020211201","02","Caba","02021","Comuna 3",3,414,417
"020211202","02","Caba","02021","Comuna 3",88,456,544
"020211203","02","Caba","02021","Comuna 3",47,269,316
"020211204","02","Caba","02021","Comuna 3",74,196,270
"020211205","02","Caba","02021","Comuna 3",20,560,580
"020211206","02","Caba","02021","Comuna 3",51,100,151
"020211207","02","Caba","02021","Comuna 3",43,457,500
"020211208","02","Caba","02021","Comuna 3",80,334,414
"020211209","02","Caba","02021","Comuna 3",16,234,250
"020211210","02","Caba","02021","Comuna 3",79,286,365
"020211301","02","Caba","02021","Comuna 3",58,317,375
"020211302","02","Caba","02021","Comuna 3",111,278,389
"020211303","02","Caba","02021","Comuna 3",51,398,449
"020211304","02","Caba","02021","Comuna 3",75,208,283
"020211305","02","Caba","02021","Comuna 3",29,335,364
"020211306","02","Caba","02021","Comuna 3",15,343,358
"020211307","02","Caba","02021","Comuna 3",10,244,254
"020211308","02","Caba","02021","Comuna 3",45,248,293
"020211309","02","Caba","02021","Comuna 3",23,359,382
"020211310","02","Caba","02021","Comuna 3",47,206,253
"020211311","02","Caba","02021","Comuna 3",5,308,313
"020211401","02","Caba","02021","Comuna 3",109,420,529
"020211402","02","Caba","02021","Comuna 3",74,431,505
"020211403","02","Caba","02021","Comuna 3",7,499,506
"020211404","02","Caba","02021","Comuna 3",35,334,369
"020211405","02","Caba","02021","Comuna 3",76,300,376
"020211406","02","Caba","02021","Comuna 3",3,487,490
"020211407","02","Caba","02021","Comuna 3",7,274,281
"020211408","02","Caba","02021","Comuna 3",66,353,419
"020211409","02","Caba","02021","Comuna 3",52,305,357
"020211501","02","Caba","02021","Comuna 3",17,314,331
"020211502","02","Caba","02021","Comuna 3",11,435,446
"020211503","02","Caba","02021","Comuna 3",24,265,289
"020211504","02","Caba","02021","Comuna 3",12,315,327
"020211505","02","Caba","02021","Comuna 3",56,292,348
"020211506","02","Caba","02021","Comuna 3",71,330,401
"020211507","02","Caba","02021","Comuna 3",16,566,582
"020211508","02","Caba","02021","Comuna 3",7,630,637
"020211509","02","Caba","02021","Comuna 3",19,141,160
"020211601","02","Caba","02021","Comuna 3",20,338,358
"020211602","02","Caba","02021","Comuna 3",18,403,421
"020211603","02","Caba","02021","Comuna 3",61,336,397
"020211604","02","Caba","02021","Comuna 3",8,221,229
"020211605","02","Caba","02021","Comuna 3",20,223,243
"020211606","02","Caba","02021","Comuna 3",33,272,305
"020211607","02","Caba","02021","Comuna 3",127,270,397
"020211608","02","Caba","02021","Comuna 3",30,221,251
"020211609","02","Caba","02021","Comuna 3",94,500,594
"020211701","02","Caba","02021","Comuna 3",27,231,258
"020211702","02","Caba","02021","Comuna 3",35,305,340
"020211703","02","Caba","02021","Comuna 3",47,237,284
"020211704","02","Caba","02021","Comuna 3",114,193,307
"020211705","02","Caba","02021","Comuna 3",70,255,325
"020211706","02","Caba","02021","Comuna 3",27,316,343
"020211707","02","Caba","02021","Comuna 3",23,341,364
"020211708","02","Caba","02021","Comuna 3",142,226,368
"020211709","02","Caba","02021","Comuna 3",100,300,400
"020211801","02","Caba","02021","Comuna 3",110,216,326
"020211802","02","Caba","02021","Comuna 3",20,334,354
"020211803","02","Caba","02021","Comuna 3",17,247,264
"020211804","02","Caba","02021","Comuna 3",18,447,465
"020211805","02","Caba","02021","Comuna 3",9,219,228
"020211806","02","Caba","02021","Comuna 3",49,260,309
"020211807","02","Caba","02021","Comuna 3",33,292,325
"020211808","02","Caba","02021","Comuna 3",9,312,321
"020211809","02","Caba","02021","Comuna 3",52,427,479
"020211810","02","Caba","02021","Comuna 3",9,277,286
"020211811","02","Caba","02021","Comuna 3",10,324,334
"020211901","02","Caba","02021","Comuna 3",24,559,583
"020211902","02","Caba","02021","Comuna 3",17,180,197
"020211903","02","Caba","02021","Comuna 3",28,316,344
"020211904","02","Caba","02021","Comuna 3",55,286,341
"020211905","02","Caba","02021","Comuna 3",92,308,400
"020211906","02","Caba","02021","Comuna 3",22,362,384
"020211907","02","Caba","02021","Comuna 3",85,388,473
"020211908","02","Caba","02021","Comuna 3",80,475,555
"020211909","02","Caba","02021","Comuna 3",17,359,376
"020211910","02","Caba","02021","Comuna 3",43,223,266
"020212001","02","Caba","02021","Comuna 3",122,289,411
"020212002","02","Caba","02021","Comuna 3",48,387,435
"020212003","02","Caba","02021","Comuna 3",21,322,343
"020212004","02","Caba","02021","Comuna 3",5,312,317
"020212005","02","Caba","02021","Comuna 3",46,241,287
"020212006","02","Caba","02021","Comuna 3",53,192,245
"020212007","02","Caba","02021","Comuna 3",14,454,468
"020212008","02","Caba","02021","Comuna 3",84,352,436
"020212009","02","Caba","02021","Comuna 3",61,464,525
"020212010","02","Caba","02021","Comuna 3",16,316,332
"020212011","02","Caba","02021","Comuna 3",4,347,351
"020212101","02","Caba","02021","Comuna 3",37,383,420
"020212102","02","Caba","02021","Comuna 3",16,425,441
"020212103","02","Caba","02021","Comuna 3",11,353,364
"020212104","02","Caba","02021","Comuna 3",49,373,422
"020212105","02","Caba","02021","Comuna 3",51,150,201
"020212106","02","Caba","02021","Comuna 3",70,313,383
"020212107","02","Caba","02021","Comuna 3",39,220,259
"020212108","02","Caba","02021","Comuna 3",39,336,375
"020212109","02","Caba","02021","Comuna 3",18,217,235
"020212110","02","Caba","02021","Comuna 3",29,399,428
"020212201","02","Caba","02021","Comuna 3",92,381,473
"020212202","02","Caba","02021","Comuna 3",43,266,309
"020212203","02","Caba","02021","Comuna 3",34,146,180
"020212204","02","Caba","02021","Comuna 3",30,281,311
"020212205","02","Caba","02021","Comuna 3",38,435,473
"020212206","02","Caba","02021","Comuna 3",12,238,250
"020212207","02","Caba","02021","Comuna 3",36,361,397
"020212208","02","Caba","02021","Comuna 3",28,393,421
"020212209","02","Caba","02021","Comuna 3",35,368,403
"020212301","02","Caba","02021","Comuna 3",43,435,478
"020212302","02","Caba","02021","Comuna 3",15,328,343
"020212303","02","Caba","02021","Comuna 3",44,367,411
"020212304","02","Caba","02021","Comuna 3",23,174,197
"020212305","02","Caba","02021","Comuna 3",8,324,332
"020212306","02","Caba","02021","Comuna 3",34,265,299
"020212307","02","Caba","02021","Comuna 3",28,267,295
"020212308","02","Caba","02021","Comuna 3",24,341,365
"020212309","02","Caba","02021","Comuna 3",41,316,357
"020212310","02","Caba","02021","Comuna 3",14,321,335
"020212401","02","Caba","02021","Comuna 3",14,333,347
"020212402","02","Caba","02021","Comuna 3",58,423,481
"020212403","02","Caba","02021","Comuna 3",14,403,417
"020212404","02","Caba","02021","Comuna 3",57,352,409
"020212405","02","Caba","02021","Comuna 3",6,293,299
"020212406","02","Caba","02021","Comuna 3",53,405,458
"020212407","02","Caba","02021","Comuna 3",20,410,430
"020212408","02","Caba","02021","Comuna 3",31,358,389
"020212409","02","Caba","02021","Comuna 3",12,208,220
"020212501","02","Caba","02021","Comuna 3",32,181,213
"020212502","02","Caba","02021","Comuna 3",47,273,320
"020212503","02","Caba","02021","Comuna 3",63,141,204
"020212504","02","Caba","02021","Comuna 3",59,316,375
"020212505","02","Caba","02021","Comuna 3",12,638,650
"020212506","02","Caba","02021","Comuna 3",75,370,445
"020212507","02","Caba","02021","Comuna 3",93,219,312
"020212508","02","Caba","02021","Comuna 3",73,696,769
"020212509","02","Caba","02021","Comuna 3",78,311,389
"020212510","02","Caba","02021","Comuna 3",22,288,310
"020212601","02","Caba","02021","Comuna 3",62,341,403
"020212602","02","Caba","02021","Comuna 3",47,377,424
"020212603","02","Caba","02021","Comuna 3",81,291,372
"020212604","02","Caba","02021","Comuna 3",40,289,329
"020212605","02","Caba","02021","Comuna 3",56,347,403
"020212606","02","Caba","02021","Comuna 3",4,220,224
"020212607","02","Caba","02021","Comuna 3",14,325,339
"020212608","02","Caba","02021","Comuna 3",6,270,276
"020212609","02","Caba","02021","Comuna 3",36,237,273
"020212701","02","Caba","02021","Comuna 3",48,414,462
"020212702","02","Caba","02021","Comuna 3",43,457,500
"020212703","02","Caba","02021","Comuna 3",49,403,452
"020212704","02","Caba","02021","Comuna 3",19,392,411
"020212705","02","Caba","02021","Comuna 3",4,300,304
"020212706","02","Caba","02021","Comuna 3",57,314,371
"020212707","02","Caba","02021","Comuna 3",11,332,343
"020280101","02","Caba","02028","Comuna 4",17,275,292
"020280102","02","Caba","02028","Comuna 4",55,243,298
"020280103","02","Caba","02028","Comuna 4",15,196,211
"020280104","02","Caba","02028","Comuna 4",36,226,262
"020280105","02","Caba","02028","Comuna 4",33,199,232
"020280106","02","Caba","02028","Comuna 4",7,123,130
"020280107","02","Caba","02028","Comuna 4",10,165,175
"020280108","02","Caba","02028","Comuna 4",29,221,250
"020280109","02","Caba","02028","Comuna 4",24,254,278
"020280110","02","Caba","02028","Comuna 4",22,173,195
"020280111","02","Caba","02028","Comuna 4",24,184,208
"020280112","02","Caba","02028","Comuna 4",6,212,218
"020280113","02","Caba","02028","Comuna 4",3,145,148
"020280114","02","Caba","02028","Comuna 4",11,167,178
"020280201","02","Caba","02028","Comuna 4",42,289,331
"020280202","02","Caba","02028","Comuna 4",19,362,381
"020280203","02","Caba","02028","Comuna 4",62,433,495
"020280204","02","Caba","02028","Comuna 4",15,280,295
"020280205","02","Caba","02028","Comuna 4",36,205,241
"020280206","02","Caba","02028","Comuna 4",17,274,291
"020280207","02","Caba","02028","Comuna 4",40,396,436
"020280208","02","Caba","02028","Comuna 4",18,230,248
"020280209","02","Caba","02028","Comuna 4",30,248,278
"020280210","02","Caba","02028","Comuna 4",40,367,407
"020280301","02","Caba","02028","Comuna 4",12,311,323
"020280302","02","Caba","02028","Comuna 4",23,295,318
"020280303","02","Caba","02028","Comuna 4",7,205,212
