"radios","cod_prov","Provincia","cod_depto","Departamento","HNBI_TOT_Sí","HNBI_TOT_No","Total"
"020561206","02","Caba","02056","Comuna 8",20,274,294
"020561207","02","Caba","02056","Comuna 8",15,346,361
"020561301","02","Caba","02056","Comuna 8",19,172,191
"020561302","02","Caba","02056","Comuna 8",13,129,142
"020561303","02","Caba","02056","Comuna 8",27,329,356
"020561304","02","Caba","02056","Comuna 8",23,483,506
"020561305","02","Caba","02056","Comuna 8",23,337,360
"020561306","02","Caba","02056","Comuna 8",17,223,240
"020561307","02","Caba","02056","Comuna 8",40,245,285
"020561308","02","Caba","02056","Comuna 8",20,263,283
"020561309","02","Caba","02056","Comuna 8",7,384,391
"020561310","02","Caba","02056","Comuna 8",21,335,356
"020561311","02","Caba","02056","Comuna 8",23,282,305
"020561401","02","Caba","02056","Comuna 8",65,353,418
"020561402","02","Caba","02056","Comuna 8",27,244,271
"020561403","02","Caba","02056","Comuna 8",63,299,362
"020561404","02","Caba","02056","Comuna 8",44,569,613
"020561405","02","Caba","02056","Comuna 8",56,358,414
"020561406","02","Caba","02056","Comuna 8",21,271,292
"020561407","02","Caba","02056","Comuna 8",26,332,358
"020561408","02","Caba","02056","Comuna 8",9,267,276
"020561409","02","Caba","02056","Comuna 8",52,314,366
"020561410","02","Caba","02056","Comuna 8",26,295,321
"020561411","02","Caba","02056","Comuna 8",75,363,438
"020561501","02","Caba","02056","Comuna 8",57,244,301
"020561502","02","Caba","02056","Comuna 8",60,318,378
"020561503","02","Caba","02056","Comuna 8",84,408,492
"020561504","02","Caba","02056","Comuna 8",40,215,255
"020561505","02","Caba","02056","Comuna 8",44,281,325
"020561506","02","Caba","02056","Comuna 8",49,274,323
"020561507","02","Caba","02056","Comuna 8",39,261,300
"020561508","02","Caba","02056","Comuna 8",55,247,302
"020561509","02","Caba","02056","Comuna 8",47,299,346
"020561510","02","Caba","02056","Comuna 8",46,666,712
"020561511","02","Caba","02056","Comuna 8",23,166,189
"020561512","02","Caba","02056","Comuna 8",8,232,240
"020561513","02","Caba","02056","Comuna 8",29,184,213
"020561514","02","Caba","02056","Comuna 8",50,284,334
"020561515","02","Caba","02056","Comuna 8",36,385,421
"020561516","02","Caba","02056","Comuna 8",21,191,212
"020561517","02","Caba","02056","Comuna 8",23,170,193
"020561518","02","Caba","02056","Comuna 8",39,248,287
"020561519","02","Caba","02056","Comuna 8",58,234,292
"020561601","02","Caba","02056","Comuna 8",10,312,322
"020561602","02","Caba","02056","Comuna 8",19,217,236
"020561603","02","Caba","02056","Comuna 8",32,300,332
"020561604","02","Caba","02056","Comuna 8",5,257,262
"020561605","02","Caba","02056","Comuna 8",14,331,345
"020561606","02","Caba","02056","Comuna 8",21,236,257
"020561607","02","Caba","02056","Comuna 8",11,296,307
"020561608","02","Caba","02056","Comuna 8",14,261,275
"020561609","02","Caba","02056","Comuna 8",14,282,296
"020561610","02","Caba","02056","Comuna 8",11,354,365
"020561701","02","Caba","02056","Comuna 8",2,287,289
"020561702","02","Caba","02056","Comuna 8",1,165,166
"020561703","02","Caba","02056","Comuna 8",7,233,240
"020561704","02","Caba","02056","Comuna 8",11,283,294
"020561705","02","Caba","02056","Comuna 8",8,596,604
"020561801","02","Caba","02056","Comuna 8",8,156,164
"020561802","02","Caba","02056","Comuna 8",6,178,184
"020561803","02","Caba","02056","Comuna 8",9,106,115
"020561804","02","Caba","02056","Comuna 8",14,175,189
"020561805","02","Caba","02056","Comuna 8",1,162,163
"020561806","02","Caba","02056","Comuna 8",21,277,298
"020561807","02","Caba","02056","Comuna 8",43,195,238
"020561808","02","Caba","02056","Comuna 8",39,132,171
"020561809","02","Caba","02056","Comuna 8",74,294,368
"020630101","02","Caba","02063","Comuna 9",0,194,194
"020630102","02","Caba","02063","Comuna 9",1,192,193
"020630103","02","Caba","02063","Comuna 9",17,302,319
"020630104","02","Caba","02063","Comuna 9",5,320,325
"020630105","02","Caba","02063","Comuna 9",11,319,330
"020630106","02","Caba","02063","Comuna 9",28,274,302
"020630107","02","Caba","02063","Comuna 9",5,270,275
"020630108","02","Caba","02063","Comuna 9",21,277,298
"020630109","02","Caba","02063","Comuna 9",10,389,399
"020630201","02","Caba","02063","Comuna 9",3,593,596
"020630202","02","Caba","02063","Comuna 9",4,405,409
"020630203","02","Caba","02063","Comuna 9",6,534,540
"020630204","02","Caba","02063","Comuna 9",5,291,296
"020630205","02","Caba","02063","Comuna 9",9,514,523
"020630206","02","Caba","02063","Comuna 9",2,306,308
"020630207","02","Caba","02063","Comuna 9",1,404,405
"020630208","02","Caba","02063","Comuna 9",0,312,312
"020630209","02","Caba","02063","Comuna 9",2,538,540
"020630210","02","Caba","02063","Comuna 9",4,361,365
"020630211","02","Caba","02063","Comuna 9",15,370,385
"020630212","02","Caba","02063","Comuna 9",15,329,344
"020630213","02","Caba","02063","Comuna 9",6,247,253
"020630301","02","Caba","02063","Comuna 9",10,269,279
"020630302","02","Caba","02063","Comuna 9",10,295,305
"020630303","02","Caba","02063","Comuna 9",5,253,258
"020630304","02","Caba","02063","Comuna 9",4,295,299
"020630305","02","Caba","02063","Comuna 9",8,306,314
"020630306","02","Caba","02063","Comuna 9",6,367,373
"020630307","02","Caba","02063","Comuna 9",2,334,336
"020630308","02","Caba","02063","Comuna 9",3,299,302
"020630309","02","Caba","02063","Comuna 9",2,281,283
"020630310","02","Caba","02063","Comuna 9",1,307,308
"020630311","02","Caba","02063","Comuna 9",2,262,264
"020630312","02","Caba","02063","Comuna 9",11,283,294
"020630313","02","Caba","02063","Comuna 9",12,337,349
"020630401","02","Caba","02063","Comuna 9",2,372,374
"020630402","02","Caba","02063","Comuna 9",7,431,438
"020630403","02","Caba","02063","Comuna 9",5,391,396
"020630404","02","Caba","02063","Comuna 9",2,382,384
"020630405","02","Caba","02063","Comuna 9",7,361,368
"020630406","02","Caba","02063","Comuna 9",4,253,257
"020630407","02","Caba","02063","Comuna 9",2,364,366
"020630408","02","Caba","02063","Comuna 9",0,328,328
"020630409","02","Caba","02063","Comuna 9",5,356,361
"020630410","02","Caba","02063","Comuna 9",1,280,281
"020630411","02","Caba","02063","Comuna 9",9,420,429
"020630501","02","Caba","02063","Comuna 9",9,381,390
"020630502","02","Caba","02063","Comuna 9",11,469,480
"020630503","02","Caba","02063","Comuna 9",3,312,315
"020630504","02","Caba","02063","Comuna 9",5,406,411
"020630505","02","Caba","02063","Comuna 9",12,460,472
"020630506","02","Caba","02063","Comuna 9",6,396,402
"020630507","02","Caba","02063","Comuna 9",4,403,407
"020630508","02","Caba","02063","Comuna 9",10,363,373
"020630509","02","Caba","02063","Comuna 9",9,501,510
"020630510","02","Caba","02063","Comuna 9",1,334,335
"020630511","02","Caba","02063","Comuna 9",4,383,387
"020630601","02","Caba","02063","Comuna 9",15,488,503
"020630602","02","Caba","02063","Comuna 9",7,297,304
"020630603","02","Caba","02063","Comuna 9",7,483,490
"020630604","02","Caba","02063","Comuna 9",7,484,491
"020630605","02","Caba","02063","Comuna 9",8,503,511
"020630606","02","Caba","02063","Comuna 9",4,305,309
"020630607","02","Caba","02063","Comuna 9",13,528,541
"020630608","02","Caba","02063","Comuna 9",9,398,407
"020630609","02","Caba","02063","Comuna 9",4,429,433
"020630610","02","Caba","02063","Comuna 9",16,440,456
"020630611","02","Caba","02063","Comuna 9",64,323,387
"020630612","02","Caba","02063","Comuna 9",15,244,259
"020630701","02","Caba","02063","Comuna 9",5,307,312
"020630702","02","Caba","02063","Comuna 9",4,352,356
"020630703","02","Caba","02063","Comuna 9",7,225,232
"020630704","02","Caba","02063","Comuna 9",4,285,289
"020630705","02","Caba","02063","Comuna 9",1,337,338
"020630706","02","Caba","02063","Comuna 9",3,355,358
"020630707","02","Caba","02063","Comuna 9",4,281,285
"020630708","02","Caba","02063","Comuna 9",3,298,301
"020630709","02","Caba","02063","Comuna 9",15,359,374
"020630710","02","Caba","02063","Comuna 9",2,268,270
"020630711","02","Caba","02063","Comuna 9",12,334,346
"020630712","02","Caba","02063","Comuna 9",15,390,405
"020630713","02","Caba","02063","Comuna 9",2,371,373
"020630714","02","Caba","02063","Comuna 9",8,368,376
"020630801","02","Caba","02063","Comuna 9",7,403,410
"020630802","02","Caba","02063","Comuna 9",8,348,356
"020630803","02","Caba","02063","Comuna 9",2,333,335
"020630804","02","Caba","02063","Comuna 9",11,360,371
"020630805","02","Caba","02063","Comuna 9",4,345,349
"020630806","02","Caba","02063","Comuna 9",62,359,421
"020630807","02","Caba","02063","Comuna 9",12,262,274
"020630808","02","Caba","02063","Comuna 9",28,353,381
"020630809","02","Caba","02063","Comuna 9",22,286,308
"020630810","02","Caba","02063","Comuna 9",47,310,357
"020630811","02","Caba","02063","Comuna 9",8,243,251
"020630812","02","Caba","02063","Comuna 9",6,291,297
"020630813","02","Caba","02063","Comuna 9",3,224,227
"020630901","02","Caba","02063","Comuna 9",9,321,330
"020630902","02","Caba","02063","Comuna 9",19,350,369
"020630903","02","Caba","02063","Comuna 9",26,470,496
"020630904","02","Caba","02063","Comuna 9",11,257,268
"020630905","02","Caba","02063","Comuna 9",29,286,315
"020630906","02","Caba","02063","Comuna 9",17,363,380
"020630907","02","Caba","02063","Comuna 9",4,409,413
"020630908","02","Caba","02063","Comuna 9",3,228,231
"020630909","02","Caba","02063","Comuna 9",10,289,299
"020630910","02","Caba","02063","Comuna 9",5,331,336
"020630911","02","Caba","02063","Comuna 9",7,308,315
"020630912","02","Caba","02063","Comuna 9",13,298,311
"020630913","02","Caba","02063","Comuna 9",3,234,237
"020630914","02","Caba","02063","Comuna 9",10,336,346
"020631001","02","Caba","02063","Comuna 9",4,356,360
"020631002","02","Caba","02063","Comuna 9",4,388,392
"020631003","02","Caba","02063","Comuna 9",10,345,355
"020631004","02","Caba","02063","Comuna 9",5,297,302
"020631005","02","Caba","02063","Comuna 9",9,384,393
"020631006","02","Caba","02063","Comuna 9",12,272,284
"020631007","02","Caba","02063","Comuna 9",19,281,300
"020631008","02","Caba","02063","Comuna 9",0,358,358
"020631009","02","Caba","02063","Comuna 9",5,219,224
"020631010","02","Caba","02063","Comuna 9",3,323,326
"020631011","02","Caba","02063","Comuna 9",0,254,254
"020631012","02","Caba","02063","Comuna 9",2,218,220
"020631101","02","Caba","02063","Comuna 9",13,423,436
"020631102","02","Caba","02063","Comuna 9",9,436,445
"020631103","02","Caba","02063","Comuna 9",13,292,305
"020631104","02","Caba","02063","Comuna 9",33,489,522
"020631105","02","Caba","02063","Comuna 9",8,311,319
"020631106","02","Caba","02063","Comuna 9",14,317,331
"020631107","02","Caba","02063","Comuna 9",10,365,375
"020631108","02","Caba","02063","Comuna 9",26,321,347
"020631109","02","Caba","02063","Comuna 9",19,372,391
"020631110","02","Caba","02063","Comuna 9",17,317,334
"020631111","02","Caba","02063","Comuna 9",7,320,327
"020631112","02","Caba","02063","Comuna 9",7,408,415
"020631201","02","Caba","02063","Comuna 9",22,388,410
"020631202","02","Caba","02063","Comuna 9",1,203,204
"020631203","02","Caba","02063","Comuna 9",8,271,279
"020631204","02","Caba","02063","Comuna 9",4,321,325
"020631205","02","Caba","02063","Comuna 9",12,288,300
"020631206","02","Caba","02063","Comuna 9",6,303,309
"020631207","02","Caba","02063","Comuna 9",7,281,288
"020631208","02","Caba","02063","Comuna 9",19,340,359
"020631209","02","Caba","02063","Comuna 9",3,310,313
"020631210","02","Caba","02063","Comuna 9",14,506,520
"020631211","02","Caba","02063","Comuna 9",23,294,317
"020631212","02","Caba","02063","Comuna 9",19,231,250
"020631301","02","Caba","02063","Comuna 9",16,321,337
"020631302","02","Caba","02063","Comuna 9",43,422,465
"020631303","02","Caba","02063","Comuna 9",13,372,385
"020631304","02","Caba","02063","Comuna 9",19,307,326
"020631305","02","Caba","02063","Comuna 9",63,368,431
"020631306","02","Caba","02063","Comuna 9",47,354,401
"020631307","02","Caba","02063","Comuna 9",64,418,482
"020631401","02","Caba","02063","Comuna 9",37,431,468
"020631402","02","Caba","02063","Comuna 9",47,335,382
"020631403","02","Caba","02063","Comuna 9",68,302,370
"020631404","02","Caba","02063","Comuna 9",30,262,292
"020631405","02","Caba","02063","Comuna 9",51,226,277
"020631406","02","Caba","02063","Comuna 9",41,143,184
"020631407","02","Caba","02063","Comuna 9",58,378,436
"020631408","02","Caba","02063","Comuna 9",26,182,208
"020631409","02","Caba","02063","Comuna 9",91,328,419
"020631410","02","Caba","02063","Comuna 9",28,192,220
"020631411","02","Caba","02063","Comuna 9",42,189,231
"020631412","02","Caba","02063","Comuna 9",22,195,217
"020631413","02","Caba","02063","Comuna 9",19,143,162
"020631414","02","Caba","02063","Comuna 9",43,231,274
"020631415","02","Caba","02063","Comuna 9",57,275,332
"020631501","02","Caba","02063","Comuna 9",16,230,246
"020631502","02","Caba","02063","Comuna 9",35,303,338
"020631503","02","Caba","02063","Comuna 9",20,351,371
"020631504","02","Caba","02063","Comuna 9",25,349,374
"020631505","02","Caba","02063","Comuna 9",5,375,380
"020631506","02","Caba","02063","Comuna 9",16,357,373
"020631507","02","Caba","02063","Comuna 9",13,370,383
"020631508","02","Caba","02063","Comuna 9",12,302,314
"020631509","02","Caba","02063","Comuna 9",9,333,342
"020631510","02","Caba","02063","Comuna 9",23,267,290
"020631511","02","Caba","02063","Comuna 9",8,389,397
"020631601","02","Caba","02063","Comuna 9",18,346,364
"020631602","02","Caba","02063","Comuna 9",9,368,377
"020631603","02","Caba","02063","Comuna 9",11,319,330
"020631604","02","Caba","02063","Comuna 9",23,279,302
"020631605","02","Caba","02063","Comuna 9",31,330,361
"020631606","02","Caba","02063","Comuna 9",18,395,413
"020631607","02","Caba","02063","Comuna 9",11,385,396
"020631608","02","Caba","02063","Comuna 9",7,369,376
"020631609","02","Caba","02063","Comuna 9",15,419,434
"020631610","02","Caba","02063","Comuna 9",6,296,302
"020631611","02","Caba","02063","Comuna 9",1,225,226
"020631612","02","Caba","02063","Comuna 9",9,246,255
"020631613","02","Caba","02063","Comuna 9",9,284,293
"020700101","02","Caba","02070","Comuna 10",4,266,270
"020700102","02","Caba","02070","Comuna 10",15,353,368
"020700103","02","Caba","02070","Comuna 10",4,412,416
"020700104","02","Caba","02070","Comuna 10",4,264,268
"020700105","02","Caba","02070","Comuna 10",10,330,340
"020700106","02","Caba","02070","Comuna 10",3,346,349
"020700107","02","Caba","02070","Comuna 10",8,337,345
"020700108","02","Caba","02070","Comuna 10",7,423,430
"020700201","02","Caba","02070","Comuna 10",4,356,360
"020700202","02","Caba","02070","Comuna 10",0,293,293
"020700203","02","Caba","02070","Comuna 10",2,288,290
"020700204","02","Caba","02070","Comuna 10",1,359,360
"020700205","02","Caba","02070","Comuna 10",10,338,348
"020700206","02","Caba","02070","Comuna 10",2,469,471
"020700207","02","Caba","02070","Comuna 10",3,403,406
"020700208","02","Caba","02070","Comuna 10",4,358,362
"020700301","02","Caba","02070","Comuna 10",8,313,321
"020700302","02","Caba","02070","Comuna 10",7,315,322
"020700303","02","Caba","02070","Comuna 10",2,408,410
"020700304","02","Caba","02070","Comuna 10",1,231,232
"020700305","02","Caba","02070","Comuna 10",6,303,309
"020700306","02","Caba","02070","Comuna 10",0,324,324
"020700307","02","Caba","02070","Comuna 10",1,384,385
"020700308","02","Caba","02070","Comuna 10",3,424,427
"020700401","02","Caba","02070","Comuna 10",4,438,442
"020700402","02","Caba","02070","Comuna 10",11,531,542
"020700403","02","Caba","02070","Comuna 10",1,367,368
"020700404","02","Caba","02070","Comuna 10",33,522,555
"020700405","02","Caba","02070","Comuna 10",7,396,403
"020700406","02","Caba","02070","Comuna 10",4,269,273
"020700407","02","Caba","02070","Comuna 10",13,400,413
"020700408","02","Caba","02070","Comuna 10",34,350,384
"020700409","02","Caba","02070","Comuna 10",5,325,330
"020700501","02","Caba","02070","Comuna 10",4,287,291
"020700502","02","Caba","02070","Comuna 10",5,313,318
"020700503","02","Caba","02070","Comuna 10",10,435,445
"020700504","02","Caba","02070","Comuna 10",6,338,344
"020700505","02","Caba","02070","Comuna 10",5,382,387
"020700506","02","Caba","02070","Comuna 10",5,395,400
"020700507","02","Caba","02070","Comuna 10",11,356,367
"020700508","02","Caba","02070","Comuna 10",2,487,489
"020700509","02","Caba","02070","Comuna 10",13,336,349
"020700510","02","Caba","02070","Comuna 10",4,353,357
"020700511","02","Caba","02070","Comuna 10",9,309,318
"020700512","02","Caba","02070","Comuna 10",5,291,296
"020700513","02","Caba","02070","Comuna 10",3,302,305
"020700514","02","Caba","02070","Comuna 10",3,321,324
"020700601","02","Caba","02070","Comuna 10",4,279,283
"020700602","02","Caba","02070","Comuna 10",1,312,313
"020700603","02","Caba","02070","Comuna 10",6,399,405
"020700604","02","Caba","02070","Comuna 10",3,343,346
"020700605","02","Caba","02070","Comuna 10",6,458,464
"020700606","02","Caba","02070","Comuna 10",21,400,421
"020700607","02","Caba","02070","Comuna 10",6,333,339
"020700608","02","Caba","02070","Comuna 10",8,464,472
"020700609","02","Caba","02070","Comuna 10",7,286,293
"020700610","02","Caba","02070","Comuna 10",47,562,609
"020700611","02","Caba","02070","Comuna 10",15,335,350
"020700612","02","Caba","02070","Comuna 10",9,314,323
"020700613","02","Caba","02070","Comuna 10",9,541,550
"020700614","02","Caba","02070","Comuna 10",7,288,295
"020700701","02","Caba","02070","Comuna 10",14,615,629
"020700702","02","Caba","02070","Comuna 10",5,581,586
"020700703","02","Caba","02070","Comuna 10",5,544,549
"020700704","02","Caba","02070","Comuna 10",7,548,555
"020700705","02","Caba","02070","Comuna 10",43,530,573
"020700706","02","Caba","02070","Comuna 10",19,363,382
"020700707","02","Caba","02070","Comuna 10",3,518,521
"020700708","02","Caba","02070","Comuna 10",3,405,408
"020700709","02","Caba","02070","Comuna 10",16,431,447
"020700710","02","Caba","02070","Comuna 10",13,459,472
"020700801","02","Caba","02070","Comuna 10",7,405,412
"020700802","02","Caba","02070","Comuna 10",7,463,470
"020700803","02","Caba","02070","Comuna 10",3,318,321
"020700804","02","Caba","02070","Comuna 10",6,494,500
"020700805","02","Caba","02070","Comuna 10",4,395,399
"020700806","02","Caba","02070","Comuna 10",1,370,371
"020700807","02","Caba","02070","Comuna 10",7,484,491
"020700808","02","Caba","02070","Comuna 10",14,483,497
"020700809","02","Caba","02070","Comuna 10",17,268,285
"020700901","02","Caba","02070","Comuna 10",12,449,461
"020700902","02","Caba","02070","Comuna 10",3,416,419
"020700903","02","Caba","02070","Comuna 10",9,364,373
"020700904","02","Caba","02070","Comuna 10",5,338,343
"020700905","02","Caba","02070","Comuna 10",5,310,315
"020700906","02","Caba","02070","Comuna 10",9,383,392
"020700907","02","Caba","02070","Comuna 10",4,350,354
"020700908","02","Caba","02070","Comuna 10",9,334,343
"020700909","02","Caba","02070","Comuna 10",2,292,294
"020700910","02","Caba","02070","Comuna 10",5,353,358
"020701001","02","Caba","02070","Comuna 10",14,325,339
"020701002","02","Caba","02070","Comuna 10",24,402,426
"020701003","02","Caba","02070","Comuna 10",7,353,360
"020701004","02","Caba","02070","Comuna 10",0,297,297
"020701005","02","Caba","02070","Comuna 10",7,373,380
"020701006","02","Caba","02070","Comuna 10",13,334,347
"020701007","02","Caba","02070","Comuna 10",3,317,320
"020701008","02","Caba","02070","Comuna 10",19,374,393
"020701009","02","Caba","02070","Comuna 10",15,421,436
"020701010","02","Caba","02070","Comuna 10",6,301,307
"020701011","02","Caba","02070","Comuna 10",17,332,349
"020701012","02","Caba","02070","Comuna 10",8,370,378
"020701101","02","Caba","02070","Comuna 10",16,365,381
"020701102","02","Caba","02070","Comuna 10",5,402,407
"020701103","02","Caba","02070","Comuna 10",20,404,424
"020701104","02","Caba","02070","Comuna 10",15,288,303
"020701105","02","Caba","02070","Comuna 10",10,213,223
"020701106","02","Caba","02070","Comuna 10",10,133,143
"020701107","02","Caba","02070","Comuna 10",16,313,329
"020701108","02","Caba","02070","Comuna 10",32,329,361
"020701109","02","Caba","02070","Comuna 10",52,354,406
"020701110","02","Caba","02070","Comuna 10",4,330,334
"020701111","02","Caba","02070","Comuna 10",3,243,246
"020701201","02","Caba","02070","Comuna 10",19,360,379
"020701202","02","Caba","02070","Comuna 10",8,417,425
"020701203","02","Caba","02070","Comuna 10",84,245,329
"020701204","02","Caba","02070","Comuna 10",61,207,268
"020701205","02","Caba","02070","Comuna 10",4,126,130
"020701206","02","Caba","02070","Comuna 10",8,127,135
"020701207","02","Caba","02070","Comuna 10",15,252,267
"020701208","02","Caba","02070","Comuna 10",8,337,345
"020701209","02","Caba","02070","Comuna 10",6,376,382
"020701210","02","Caba","02070","Comuna 10",6,315,321
"020701301","02","Caba","02070","Comuna 10",5,241,246
"020701302","02","Caba","02070","Comuna 10",6,407,413
"020701303","02","Caba","02070","Comuna 10",5,257,262
"020701304","02","Caba","02070","Comuna 10",7,248,255
"020701305","02","Caba","02070","Comuna 10",5,361,366
"020701306","02","Caba","02070","Comuna 10",5,328,333
"020701307","02","Caba","02070","Comuna 10",5,286,291
"020701308","02","Caba","02070","Comuna 10",3,295,298
"020701309","02","Caba","02070","Comuna 10",11,291,302
"020701310","02","Caba","02070","Comuna 10",1,282,283
"020701311","02","Caba","02070","Comuna 10",5,282,287
"020701312","02","Caba","02070","Comuna 10",5,274,279
"020701401","02","Caba","02070","Comuna 10",3,385,388
"020701402","02","Caba","02070","Comuna 10",8,434,442
"020701403","02","Caba","02070","Comuna 10",10,407,417
"020701404","02","Caba","02070","Comuna 10",10,359,369
"020701405","02","Caba","02070","Comuna 10",2,284,286
"020701406","02","Caba","02070","Comuna 10",0,219,219
"020701407","02","Caba","02070","Comuna 10",14,339,353
"020701408","02","Caba","02070","Comuna 10",8,309,317
"020701409","02","Caba","02070","Comuna 10",13,377,390
"020701410","02","Caba","02070","Comuna 10",7,478,485
"020701411","02","Caba","02070","Comuna 10",42,211,253
"020701501","02","Caba","02070","Comuna 10",2,277,279
"020701502","02","Caba","02070","Comuna 10",5,365,370
"020701503","02","Caba","02070","Comuna 10",8,246,254
"020701504","02","Caba","02070","Comuna 10",4,290,294
"020701505","02","Caba","02070","Comuna 10",4,364,368
"020701506","02","Caba","02070","Comuna 10",4,372,376
"020701507","02","Caba","02070","Comuna 10",56,352,408
"020701508","02","Caba","02070","Comuna 10",3,445,448
"020701509","02","Caba","02070","Comuna 10",9,477,486
"020701601","02","Caba","02070","Comuna 10",24,341,365
"020701602","02","Caba","02070","Comuna 10",0,502,502
"020701603","02","Caba","02070","Comuna 10",0,438,438
"020701604","02","Caba","02070","Comuna 10",2,411,413
"020701605","02","Caba","02070","Comuna 10",1,249,250
"020701606","02","Caba","02070","Comuna 10",7,522,529
"020701607","02","Caba","02070","Comuna 10",5,324,329
"020701608","02","Caba","02070","Comuna 10",8,470,478
"020701609","02","Caba","02070","Comuna 10",3,412,415
"020701610","02","Caba","02070","Comuna 10",3,258,261
"020701701","02","Caba","02070","Comuna 10",2,381,383
"020701702","02","Caba","02070","Comuna 10",5,537,542
"020701703","02","Caba","02070","Comuna 10",14,554,568
"020701704","02","Caba","02070","Comuna 10",2,460,462
"020701705","02","Caba","02070","Comuna 10",23,428,451
"020701706","02","Caba","02070","Comuna 10",10,428,438
"020701707","02","Caba","02070","Comuna 10",6,363,369
"020701708","02","Caba","02070","Comuna 10",3,302,305
"020701709","02","Caba","02070","Comuna 10",5,270,275
"020701710","02","Caba","02070","Comuna 10",7,403,410
"020701801","02","Caba","02070","Comuna 10",5,320,325
"020701802","02","Caba","02070","Comuna 10",7,383,390
"020701803","02","Caba","02070","Comuna 10",6,352,358
"020701804","02","Caba","02070","Comuna 10",60,393,453
"020701805","02","Caba","02070","Comuna 10",3,304,307
"020701806","02","Caba","02070","Comuna 10",14,271,285
"020701807","02","Caba","02070","Comuna 10",6,348,354
"020701808","02","Caba","02070","Comuna 10",16,295,311
"020701809","02","Caba","02070","Comuna 10",9,314,323
"020701810","02","Caba","02070","Comuna 10",7,220,227
"020701811","02","Caba","02070","Comuna 10",13,212,225
"020701812","02","Caba","02070","Comuna 10",4,316,320
"020701901","02","Caba","02070","Comuna 10",31,238,269
"020701902","02","Caba","02070","Comuna 10",122,424,546
"020701903","02","Caba","02070","Comuna 10",50,275,325
"020701904","02","Caba","02070","Comuna 10",59,349,408
"020701905","02","Caba","02070","Comuna 10",42,399,441
"020701906","02","Caba","02070","Comuna 10",45,437,482
"020701907","02","Caba","02070","Comuna 10",13,401,414
"020701908","02","Caba","02070","Comuna 10",11,237,248
"020701909","02","Caba","02070","Comuna 10",20,352,372
"020701910","02","Caba","02070","Comuna 10",15,307,322
"020701911","02","Caba","02070","Comuna 10",23,506,529
"020701912","02","Caba","02070","Comuna 10",17,479,496
"020701913","02","Caba","02070","Comuna 10",71,204,275
"020770101","02","Caba","02077","Comuna 11",3,389,392
"020770102","02","Caba","02077","Comuna 11",3,442,445
"020770103","02","Caba","02077","Comuna 11",5,300,305
"020770104","02","Caba","02077","Comuna 11",3,365,368
"020770105","02","Caba","02077","Comuna 11",5,258,263
"020770106","02","Caba","02077","Comuna 11",5,353,358
"020770107","02","Caba","02077","Comuna 11",5,417,422
"020770108","02","Caba","02077","Comuna 11",5,504,509
"020770109","02","Caba","02077","Comuna 11",4,268,272
"020770110","02","Caba","02077","Comuna 11",2,350,352
"020770111","02","Caba","02077","Comuna 11",6,501,507
"020770112","02","Caba","02077","Comuna 11",2,386,388
"020770113","02","Caba","02077","Comuna 11",3,239,242
"020770114","02","Caba","02077","Comuna 11",0,259,259
"020770201","02","Caba","02077","Comuna 11",13,335,348
"020770202","02","Caba","02077","Comuna 11",10,578,588
"020770203","02","Caba","02077","Comuna 11",6,398,404
"020770204","02","Caba","02077","Comuna 11",10,312,322
"020770205","02","Caba","02077","Comuna 11",2,437,439
"020770206","02","Caba","02077","Comuna 11",3,385,388
"020770207","02","Caba","02077","Comuna 11",4,402,406
"020770208","02","Caba","02077","Comuna 11",0,365,365
"020770209","02","Caba","02077","Comuna 11",1,300,301
"020770210","02","Caba","02077","Comuna 11",2,393,395
"020770211","02","Caba","02077","Comuna 11",4,309,313
"020770301","02","Caba","02077","Comuna 11",2,318,320
"020770302","02","Caba","02077","Comuna 11",2,349,351
"020770303","02","Caba","02077","Comuna 11",1,314,315
"020770304","02","Caba","02077","Comuna 11",1,233,234
"020770305","02","Caba","02077","Comuna 11",1,402,403
"020770306","02","Caba","02077","Comuna 11",3,315,318
"020770307","02","Caba","02077","Comuna 11",2,343,345
"020770308","02","Caba","02077","Comuna 11",13,315,328
"020770309","02","Caba","02077","Comuna 11",2,381,383
"020770310","02","Caba","02077","Comuna 11",1,300,301
"020770311","02","Caba","02077","Comuna 11",4,390,394
"020770312","02","Caba","02077","Comuna 11",2,303,305
"020770401","02","Caba","02077","Comuna 11",6,304,310
"020770402","02","Caba","02077","Comuna 11",2,325,327
"020770403","02","Caba","02077","Comuna 11",1,258,259
"020770404","02","Caba","02077","Comuna 11",0,346,346
"020770405","02","Caba","02077","Comuna 11",4,327,331
"020770406","02","Caba","02077","Comuna 11",1,275,276
"020770407","02","Caba","02077","Comuna 11",0,290,290
"020770408","02","Caba","02077","Comuna 11",4,486,490
"020770409","02","Caba","02077","Comuna 11",3,469,472
"020770410","02","Caba","02077","Comuna 11",1,301,302
"020770411","02","Caba","02077","Comuna 11",4,463,467
"020770412","02","Caba","02077","Comuna 11",3,426,429
"020770413","02","Caba","02077","Comuna 11",5,345,350
"020770501","02","Caba","02077","Comuna 11",0,292,292
"020770502","02","Caba","02077","Comuna 11",3,349,352
"020770503","02","Caba","02077","Comuna 11",1,316,317
"020770504","02","Caba","02077","Comuna 11",4,294,298
"020770505","02","Caba","02077","Comuna 11",2,396,398
"020770506","02","Caba","02077","Comuna 11",1,356,357
"020770507","02","Caba","02077","Comuna 11",6,308,314
