id,nomoficial,nombre_norm,barrio,barrio_par,barrio_imp,comuna,tipo_c,long,geometry,wikidata_id,figura_nombre,partido_madre,tipo_figura,fuente_match
16175,"BONIFACIO, JOSE",JOSE BONIFACIO,Caballito,Caballito,Caballito,6.0,CALLE,121.1932425313304,"LINESTRING (-58.42992004840709 -34.6261510894868, -58.43105251942066 -34.62631505793355, -58.43122170028661 -34.6263399619747)",,,,,
16176,VIEL,VIEL,Caballito,Caballito,Caballito,6.0,CALLE,87.02543291368724,"LINESTRING (-58.431412141745085 -34.62557190470198, -58.43134006698304 -34.62580280393218, -58.431257967999095 -34.626180533107146, -58.43122170028661 -34.6263399619747)",,,,,
16177,MORON,MORON,Floresta,Floresta,Floresta,10.0,CALLE,102.6567930390693,"LINESTRING (-58.47975385039777 -34.626069616482, -58.479966669388006 -34.62612501074691, -58.4808215264602 -34.6263477103467)",,,,,
16179,PAVON,PAVON,Constitucion,Constitucion,Constitucion,1.0,CALLE,157.2659996426578,"LINESTRING (-58.38953715021468 -34.6262074392481, -58.3909480033052 -34.626308214926695, -58.391245472041916 -34.62633148985211)",,,,,
16182,"CALDERON DE LA BARCA, PEDRO",PEDRO CALDERON DE LA BARCA,Monte Castro,Monte Castro,Monte Castro,10.0,CALLE,125.8696796810823,"LINESTRING (-58.50596097532042 -34.626355734150145, -58.50696770643847 -34.625584524223555)",,,,,
16184,NAZCA AV.,NAZCA,Flores,Flores,Flores,7.0,AVENIDA,142.5072753982739,"LINESTRING (-58.47157551343385 -34.62636861785609, -58.472117034424414 -34.625164552226956)",,,,,
16185,"CARRANZA, CARLOS",CARLOS CARRANZA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,PASAJE,175.908607326199,"LINESTRING (-58.501965806991 -34.625204588277754, -58.50326807498123 -34.626368829475666)",,,,,
16186,CERVANTES,CERVANTES,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,57.22105614436359,"LINESTRING (-58.50326807498123 -34.626368829475666, -58.5037262360642 -34.62601867459212)",,,,,
16188,PUAN,PUAN,Caballito,Caballito,Caballito,6.0,CALLE,115.6317359564117,"LINESTRING (-58.44788671469813 -34.6253900968396, -58.447482638589854 -34.62637745060587)",,,,,
16189,ALCARAZ,ALCARAZ,Villa Luro,Villa Luro,Villa Luro,10.0,CALLE,74.26926446551798,"LINESTRING (-58.51113566816635 -34.62588338682051, -58.511682711312055 -34.62637704979388)",,,,,
16190,"URQUIZA, GRAL.",URQUIZA,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,25.67655113825044,"LINESTRING (-58.408708074906016 -34.626147877074814, -58.40868654066927 -34.6263786446352)",,,,,
16191,ORURO,ORURO,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,31.3608006385499,"LINESTRING (-58.408917205363 -34.62616994256652, -58.40868654066927 -34.6263786446352)",,,,,
16193,LIMA,LIMA,Constitucion,Constitucion,Constitucion,1.0,CALLE,202.0579021294798,"LINESTRING (-58.38089321161753 -34.62464611408978, -58.38035077903095 -34.62604491675102, -58.38018543959765 -34.6263698077313)",,,,,
16194,CONSTITUCION,CONSTITUCION,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,130.0013465065372,"LINESTRING (-58.40018397842717 -34.626170313854644, -58.40157669602194 -34.626388916264965)",,,,,
16195,JUJUY AV.,JUJUY,San Cristobal,San Cristobal,San Cristobal,3.0,AVENIDA,134.22734459518,"LINESTRING (-58.40184814117652 -34.625199955621476, -58.40157669602194 -34.626388916264965)",,,,,
16196,YERBAL,YERBAL,Flores,Flores,Flores,7.0,CALLE,103.9552609882486,"LINESTRING (-58.45842680381363 -34.62600196612536, -58.45945044329066 -34.62640454245742)",,,,,
16198,BACACAY,BACACAY,Flores,Flores,Flores,7.0,CALLE,139.5482317719336,"LINESTRING (-58.46226824772016 -34.62599994640666, -58.46276090759967 -34.62617192334462, -58.463706277979675 -34.62640615183868)",,,,,
16199,FRAY CAYETANO RODRIGUEZ,FRAY CAYETANO RODRIGUEZ,Flores,Flores,Flores,7.0,CALLE,132.5712529633334,"LINESTRING (-58.463706277979675 -34.62640615183868, -58.46375671082194 -34.62629248841466, -58.46419211399318 -34.62528064358825)",,,,,
16200,MARTIN FIERRO,MARTIN FIERRO,Monte Castro,Monte Castro,Monte Castro,10.0,PASAJE,104.2807328854063,"LINESTRING (-58.51621379586723 -34.62570248486266, -58.51698062049541 -34.62639659413822)",,,,,
16201,CORTINA,CORTINA,Monte Castro,Monte Castro,Monte Castro,10.0,CALLE,65.70289692701772,"LINESTRING (-58.51698062049541 -34.62639659413822, -58.51750343383516 -34.625991640146204)",,,,,
16203,"MAGARIÑOS CERVANTES, A.",A. MAGARINOS CERVANTES,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,31.64941042815529,"LINESTRING (-58.50007207200995 -34.626279552125254, -58.500376350840774 -34.626414179826725)",,,,,
16204,BERMUDEZ,BERMUDEZ,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,92.75582495319007,"LINESTRING (-58.500376350840774 -34.626414179826725, -58.50112049866979 -34.62584788870962)",,,,,
16206,BARCO CENTENERA DEL,BARCO CENTENERA DEL,Caballito,Caballito,Caballito,6.0,CALLE,81.79076355290114,"LINESTRING (-58.44054541555122 -34.625691698190614, -58.44047212050153 -34.62642648147721)",,,,,
16208,SAN JUAN AV.,SAN JUAN,Boedo,Boedo,Boedo,5.0,AVENIDA,123.5984500524108,"LINESTRING (-58.42151732639674 -34.626228853648264, -58.42175337455768 -34.62626379381863, -58.422638365873496 -34.62639353009954, -58.422844003120574 -34.626425218544924)",,,,,
16209,TREINTA Y TRES ORIENTALES,TREINTA Y TRES ORIENTALES,Boedo,Boedo,Boedo,5.0,CALLE,94.10122871699515,"LINESTRING (-58.423045116403834 -34.62559344479989, -58.422889068785985 -34.62625100619384, -58.422844003120574 -34.626425218544924)",,,,,
16211,LEONES,LEONES,Monte Castro,Monte Castro,Monte Castro,10.0,PASAJE,129.3287115936204,"LINESTRING (-58.5141056890095 -34.62644719220564, -58.515135075860094 -34.625650341810484)",,,,,
16212,"BRAILLE, LUIS",LUIS BRAILLE,Monte Castro,Monte Castro,Monte Castro,10.0,PASAJE,129.3671761667848,"LINESTRING (-58.51800912734355 -34.625599790306254, -58.5189734596263 -34.626450912723726)",,,,,
16213,IRIGOYEN,IRIGOYEN,,Versalles,Monte Castro,,CALLE,70.40181218647075,"LINESTRING (-58.5189734596263 -34.626450912723726, -58.51953500691426 -34.62601818556098)",,,,,
16215,PAVON,PAVON,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,98.56396145269824,"LINESTRING (-58.391245472041916 -34.62633148985211, -58.392145688448 -34.62643462505489, -58.39231000672319 -34.626453946358644)",,,,,
16216,COMBATE DE LOS POZOS,COMBATE DE LOS POZOS,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,129.899951311946,"LINESTRING (-58.39253955689363 -34.625298503632216, -58.39250893448672 -34.62544475509293, -58.39234081954038 -34.62628501877898, -58.39231000672319 -34.626453946358644)",,,,,
16217,"BELAUSTEGUI, LUIS, DR.",LUIS BELAUSTEGUI,Floresta,Floresta,Floresta,10.0,CALLE,125.7381945360365,"LINESTRING (-58.49076853830959 -34.62569481230215, -58.491740243357455 -34.62649445773175)",,,,,
16221,SANABRIA,SANABRIA,Floresta,Floresta,Floresta,10.0,CALLE,129.0488363628013,"LINESTRING (-58.48975476668054 -34.62650159471686, -58.49076853830959 -34.62569481230215)",,,,,
16222,"ARANGUREN, JUAN F., DR.",JUAN F. ARANGUREN,Floresta,Floresta,Floresta,10.0,CALLE,107.0592598369319,"LINESTRING (-58.476036123320064 -34.62621414743813, -58.477149453656075 -34.626504522321696)",,,,,
16223,CAMPANA,CAMPANA,Floresta,Floresta,Floresta,10.0,CALLE,117.9533754411736,"LINESTRING (-58.477149453656075 -34.626504522321696, -58.4772500281305 -34.62628345204961, -58.47760914832672 -34.6255115003426)",,,,,
16224,COCHABAMBA,COCHABAMBA,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,164.8463954468518,"LINESTRING (-58.41021100577941 -34.62630607741017, -58.41045617069303 -34.626331888376754, -58.41199266561639 -34.62650332087705)",,,,,
16226,RIGLOS,RIGLOS,Caballito,Caballito,Caballito,6.0,CALLE,60.6758183360275,"LINESTRING (-58.436200410953646 -34.62598926433341, -58.43605234471473 -34.62652233590094)",,,,,
16227,TRIESTE,TRIESTE,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,PASAJE,29.20297033670876,"LINESTRING (-58.49469982876188 -34.626332039835326, -58.49491833262179 -34.62652353482186)",,,,,
16228,"BONIFACIO, JOSE",JOSE BONIFACIO,Caballito,Caballito,Caballito,6.0,CALLE,130.8097345209166,"LINESTRING (-58.43122170028661 -34.6263399619747, -58.4324657706228 -34.626522890467434, -58.432626092905814 -34.62654638185411)",,,,,
16229,BEAUCHEF,BEAUCHEF,Caballito,Caballito,Caballito,6.0,CALLE,93.45886303432512,"LINESTRING (-58.43281773628261 -34.625718955846395, -58.432626092905814 -34.62654638185411)",,,,,
16231,CACHIMAYO,CACHIMAYO,Caballito,Caballito,Caballito,6.0,CALLE,83.37847754753474,"LINESTRING (-58.44156648435305 -34.6258056180683, -58.4414843346624 -34.626554132920546)",,,,,
16234,SANTO TOME,SANTO TOME,Versalles,Versalles,Versalles,10.0,CALLE,114.4384264119576,"LINESTRING (-58.52094340799068 -34.62629246074595, -58.52215271114425 -34.62654702692623)",,,,,
16235,ROMA,ROMA,Versalles,Versalles,Versalles,10.0,CALLE,137.6606984243139,"LINESTRING (-58.52215271114425 -34.62654702692623, -58.522521162902585 -34.62534408878932)",,,,,
16236,NOGOYA,NOGOYA,,Versalles,Villa Real,,CALLE,54.23180002894822,"LINESTRING (-58.528358309285004 -34.62629359053584, -58.52886216290879 -34.62654952075268)",,,,,
16237,BOGOTA,BOGOTA,Flores,Flores,Flores,7.0,CALLE,131.5877958984176,"LINESTRING (-58.46706750341456 -34.62614806326936, -58.467264639268464 -34.62621017039506, -58.46840699385625 -34.62657337142077)",,,,,
16238,CONDARCO,CONDARCO,Flores,Flores,Flores,7.0,CALLE,123.8491703635609,"LINESTRING (-58.46840699385625 -34.62657337142077, -58.46886781158519 -34.62552397324937)",,,,,
16239,PAVON,PAVON,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,92.77235596764575,"LINESTRING (-58.39231000672319 -34.626453946358644, -58.39316064672995 -34.62655401700556, -58.39331202011339 -34.626568822423835)",,,,,
16240,SARANDI,SARANDI,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,134.9296050062128,"LINESTRING (-58.39345266400909 -34.62535811506814, -58.39344278948894 -34.62545071607493, -58.39331202011339 -34.626568822423835)",,,,,
16241,CONSTITUCION,CONSTITUCION,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,121.7486694862163,"LINESTRING (-58.40157669602194 -34.626388916264965, -58.402881001839134 -34.62659365604101)",,,,,
16242,CATAMARCA,CATAMARCA,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,45.08724108077443,"LINESTRING (-58.403139024205004 -34.62544616524206, -58.40304917622519 -34.62584574564461)",,,,,
16243,"VALLESE, FELIPE",FELIPE VALLESE,Floresta,Floresta,Floresta,10.0,CALLE,120.6882497439631,"LINESTRING (-58.48515666242975 -34.62631299613066, -58.48621847542824 -34.62656942383238, -58.486420137797495 -34.626617414479405)",,,,,
16244,MERCEDES,MERCEDES,Floresta,Floresta,Floresta,10.0,CALLE,47.6185929539969,"LINESTRING (-58.486420137797495 -34.626617414479405, -58.486606851589215 -34.626216881516584)",,,,,
16245,SAN JUAN AV.,SAN JUAN,Boedo,Boedo,Boedo,5.0,AVENIDA,120.7309008633362,"LINESTRING (-58.422844003120574 -34.626425218544924, -58.42307178869957 -34.626460364692534, -58.42389485579474 -34.62657718394957, -58.424140531729456 -34.62661402403857)",,,,,
16247,MORON,MORON,Floresta,Floresta,Floresta,10.0,CALLE,102.2422028470322,"LINESTRING (-58.4808215264602 -34.6263477103467, -58.48097692452642 -34.62638818133647, -58.481885460619125 -34.626623189759556)",,,,,
16249,CARACAS,CARACAS,Flores,Flores,Flores,7.0,CALLE,74.32286049572198,"LINESTRING (-58.46199255895726 -34.626629950827, -58.462040012487265 -34.626521076870915, -58.46222428776616 -34.626098327415974, -58.46226824772016 -34.62599994640666)",,,,,
16250,"D'ESPOSITO, ARNALDO",ARNALDO D'ESPOSITO,La Boca,La Boca,La Boca,4.0,CALLE,124.9597205452284,"LINESTRING (-58.36275896367823 -34.626249715795595, -58.364057813106776 -34.62659029011718)",,,,,
16252,"VIDELA, NICOLAS E.",NICOLAS E. VIDELA,Caballito,Caballito,Caballito,6.0,CALLE,84.33425845490457,"LINESTRING (-58.44241820056224 -34.6259009791879, -58.44228196072974 -34.626652795191205)",,,,,
16253,MAITEN,MAITEN,Caballito,Caballito,Caballito,6.0,PASAJE,85.77256650242768,"LINESTRING (-58.43605234471473 -34.62652233590094, -58.436973395752254 -34.626656835437814)",,,,,
16255,BOYACA AV.,BOYACA,Flores,Flores,Flores,7.0,AVENIDA,134.512940851541,"LINESTRING (-58.456710232802514 -34.62666604784103, -58.45743597178659 -34.62561234065157)",,,,,
16256,RUIZ DE LOS LLANOS,RUIZ DE LOS LLANOS,Versalles,Versalles,Versalles,10.0,CALLE,85.90000068267945,"LINESTRING (-58.51947989311993 -34.62665751378764, -58.520165839379224 -34.626130218290825)",,,,,
16257,GAONA AV.,GAONA,Floresta,Floresta,Floresta,10.0,AVENIDA,112.5024785690475,"LINESTRING (-58.486606851589215 -34.626216881516584, -58.486838684428555 -34.626311978909186, -58.48770552767636 -34.62666808012991)",,,,,
16258,GUALEGUAYCHU,GUALEGUAYCHU,Floresta,Floresta,Floresta,10.0,CALLE,98.13925364857825,"LINESTRING (-58.48770552767636 -34.62666808012991, -58.488476073634615 -34.62605418427474)",,,,,
16259,COCHABAMBA,COCHABAMBA,Boedo,Boedo,Boedo,5.0,CALLE,133.9836310856593,"LINESTRING (-58.41199266561639 -34.62650332087705, -58.41344057319946 -34.626664838579025)",,,,,
16260,LINIERS VIRREY,LINIERS VIRREY,Boedo,Boedo,Boedo,5.0,CALLE,169.6420441701435,"LINESTRING (-58.41357446763491 -34.625139664968245, -58.41344057319946 -34.626664838579025)",,,,,
16261,DEFENSA,DEFENSA,San Telmo,San Telmo,San Telmo,1.0,CALLE,142.2388807825695,"LINESTRING (-58.37109754178399 -34.625368266057656, -58.37107232350224 -34.62552395291446, -58.37096774457668 -34.62664571688519)",,,,,
16262,ALCARAZ,ALCARAZ,Villa Luro,Villa Luro,Villa Luro,10.0,CALLE,124.1903249635486,"LINESTRING (-58.51165770427068 -34.62585740604566, -58.51258285174312 -34.62667493216414)",,,,,
16263,MOLIERE,MOLIERE,Villa Luro,Villa Luro,Villa Luro,10.0,CALLE,63.26438920064673,"LINESTRING (-58.51258285174312 -34.62667493216414, -58.51271450144315 -34.62657875108208, -58.51310101968308 -34.626298449945374)",,,,,
16264,GAONA AV.,GAONA,Floresta,Floresta,Floresta,10.0,AVENIDA,6.12827260206663,"LINESTRING (-58.48770552767636 -34.62666808012991, -58.487765424792165 -34.62669257544571)",,,,,
16265,MIRANDA,MIRANDA,Villa Luro,Villa Luro,Villa Luro,10.0,CALLE,96.0919676510884,"LINESTRING (-58.50936054635714 -34.62604759298869, -58.50949240324515 -34.626166628959574, -58.51006688553087 -34.62668740174091)",,,,,
16266,VIRGILIO,VIRGILIO,Villa Luro,Villa Luro,Villa Luro,10.0,CALLE,132.5223212978728,"LINESTRING (-58.51006688553087 -34.62668740174091, -58.51113566816635 -34.62588338682051)",,,,,
16267,PAVON,PAVON,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,103.5008096574611,"LINESTRING (-58.39331202011339 -34.626568822423835, -58.39443279795784 -34.62667868689015)",,,,,
16268,RINCON,RINCON,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,134.808830243743,"LINESTRING (-58.39460434683463 -34.62547179852175, -58.39443279795784 -34.62667868689015)",,,,,
16269,GUALEGUAY,GUALEGUAY,La Boca,La Boca,La Boca,4.0,CALLE,32.01134280526195,"LINESTRING (-58.360956671335224 -34.625349668798876, -58.3611226779689 -34.62560350413938)",,,,,
16270,CABOTO,CABOTO,La Boca,La Boca,La Boca,4.0,CALLE,72.21489138415963,"LINESTRING (-58.36275896367823 -34.626249715795595, -58.36214517547938 -34.62665752253743)",,,,,
16272,"BOERI, JUAN A.",JUAN A. BOERI,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,PASAJE,61.28468802966697,"LINESTRING (-58.49421250271158 -34.626710055837854, -58.49469982876188 -34.626332039835326)",,,,,
16273,CAMARONES,CAMARONES,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,176.1266386937657,"LINESTRING (-58.50150934553416 -34.62555198955491, -58.50187982060003 -34.62587765125035, -58.502811188028254 -34.6267191934767)",,,,,
16274,CERVANTES,CERVANTES,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,57.15113351703745,"LINESTRING (-58.502811188028254 -34.6267191934767, -58.50295613151084 -34.626607243793416, -58.50326807498123 -34.626368829475666)",,,,,
16275,AZOPARDO,AZOPARDO,La Boca,La Boca,La Boca,4.0,CALLE,167.284151431556,"LINESTRING (-58.366492172111165 -34.62519392150992, -58.3664730387496 -34.62538426050562, -58.36633955525939 -34.626474095784374, -58.366306500647724 -34.62669393100262)",,,,,
16276,"BONIFACIO, JOSE",JOSE BONIFACIO,Caballito,Caballito,Caballito,6.0,CALLE,138.1856082391898,"LINESTRING (-58.432626092905814 -34.62654638185411, -58.43410980237936 -34.62676386102657)",,,,,
16278,CASEROS AV.,CASEROS,Barracas,Barracas,Barracas,4.0,AVENIDA,146.32980735159,"LINESTRING (-58.37096774457668 -34.62664571688519, -58.371107032399316 -34.626689683146374, -58.372549171227995 -34.62678316682778)",,,,,
16279,BOLIVAR,BOLIVAR,San Telmo,San Telmo,San Telmo,1.0,CALLE,135.4895914499546,"LINESTRING (-58.372626678311015 -34.62547793462713, -58.37262159491527 -34.62560877734393, -58.37255862130035 -34.62656402252293, -58.372552857122805 -34.62669769218927)",,,,,
16280,BERMUDEZ,BERMUDEZ,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,57.9060418190821,"LINESTRING (-58.499911785584864 -34.62676770435214, -58.500376350840774 -34.626414179826725)",,,,,
16281,CONSTITUCION,CONSTITUCION,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,99.23855761973067,"LINESTRING (-58.402881001839134 -34.62659365604101, -58.40394416235801 -34.62676051786938)",,,,,
16283,"ARANGUREN, JUAN F., DR.",JUAN F. ARANGUREN,Floresta,Floresta,Floresta,10.0,CALLE,100.798238400199,"LINESTRING (-58.477149453656075 -34.626504522321696, -58.47728159186715 -34.62653901467479, -58.47819770196714 -34.62677785255175)",,,,,
16284,CONCORDIA,CONCORDIA,Floresta,Floresta,Floresta,10.0,CALLE,118.0166233903455,"LINESTRING (-58.47819770196714 -34.62677785255175, -58.47865576681737 -34.62578370010033)",,,,,
16285,"FALCON, RAMON L.,CNEL.",RAMON L. FALCON,Caballito,Caballito,Caballito,6.0,CALLE,205.1636256133173,"LINESTRING (-58.45147154935573 -34.62589761555238, -58.45343765654249 -34.62678005376735)",,,,,
16286,CURAPALIGUE,CURAPALIGUE,,Caballito,Flores,,CALLE,138.8701262502547,"LINESTRING (-58.454031828550946 -34.62563001702789, -58.45393861475998 -34.62576339169997, -58.45343765654249 -34.62678005376735)",,,,,
16289,MOLIERE,MOLIERE,Villa Luro,Villa Luro,Villa Luro,10.0,CALLE,18.8358856516873,"LINESTRING (-58.51258285174312 -34.62667493216414, -58.51242889098072 -34.626787319452305)",,,,,
16290,COCHABAMBA,COCHABAMBA,Boedo,Boedo,Boedo,5.0,CALLE,106.9933081551518,"LINESTRING (-58.41344057319946 -34.626664838579025, -58.41459680772079 -34.62679382825971)",,,,,
16291,MAZA,MAZA,Boedo,Boedo,Boedo,5.0,CALLE,169.6704854706533,"LINESTRING (-58.41469294310656 -34.62526645523922, -58.41467876451538 -34.62547588856215, -58.41459680772079 -34.62679382825971)",,,,,
16292,PAVON,PAVON,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,101.2196671496902,"LINESTRING (-58.39443279795784 -34.62667868689015, -58.39552887504261 -34.62678613294469)",,,,,
16293,PASCO,PASCO,San Cristobal,San Cristobal,San Cristobal,3.0,CALLE,134.3646673279638,"LINESTRING (-58.395736352383196 -34.625587150363614, -58.39552887504261 -34.62678613294469)",,,,,
16295,YERBAL,YERBAL,Flores,Flores,Flores,7.0,CALLE,106.7741132363851,"LINESTRING (-58.45945044329066 -34.62640454245742, -58.46033591304602 -34.62675274009091, -58.460505357998414 -34.626811547562426)",,,,,
16296,GAVILAN,GAVILAN,Flores,Flores,Flores,7.0,CALLE,53.2171753118823,"LINESTRING (-58.460505357998414 -34.626811547562426, -58.460577264358946 -34.626681547740375, -58.46073172695757 -34.626369927889044)",,,,,
16297,CASEROS AV.,CASEROS,Barracas,Barracas,Barracas,4.0,AVENIDA,120.5336890479679,"LINESTRING (-58.372549171227995 -34.62678316682778, -58.372775510803685 -34.62678561560968, -58.37386302877915 -34.626812652176774)",,,,,
16298,PERU,PERU,San Telmo,San Telmo,San Telmo,1.0,CALLE,131.8286691015165,"LINESTRING (-58.3739697954207 -34.6255566025354, -58.373896332937974 -34.6266947300303, -58.373882971855735 -34.62674203850284)",,,,,
16299,SANTO TOME,SANTO TOME,Versalles,Versalles,Versalles,10.0,CALLE,114.415274764506,"LINESTRING (-58.52215271114425 -34.62654702692623, -58.52336202105865 -34.626800736019725)",,,,,
16300,BRUSELAS,BRUSELAS,Versalles,Versalles,Versalles,10.0,CALLE,137.5714205289713,"LINESTRING (-58.52336202105865 -34.626800736019725, -58.52372951983599 -34.62559842857114)",,,,,
16301,SOLIS,SOLIS,Constitucion,Constitucion,Constitucion,1.0,CALLE,65.63335605859241,"LINESTRING (-58.38953715021468 -34.6262074392481, -58.38951126350506 -34.62638693259352, -58.389471627410174 -34.62679649052693)",,,,,
16302,LASCANO,LASCANO,Monte Castro,Monte Castro,Monte Castro,10.0,CALLE,104.0488193016248,"LINESTRING (-58.51567301318416 -34.62612413139134, -58.516449372240395 -34.62680809890816)",,,,,
16303,CORTINA,CORTINA,Monte Castro,Monte Castro,Monte Castro,10.0,CALLE,66.76407316800177,"LINESTRING (-58.516449372240395 -34.62680809890816, -58.51698062049541 -34.62639659413822)",,,,,
16304,VALLE,VALLE,Caballito,Caballito,Caballito,6.0,CALLE,129.1698056096661,"LINESTRING (-58.447482638589854 -34.62637745060587, -58.448784800599164 -34.62682134985446)",,,,,
16305,MIRO,MIRO,Caballito,Caballito,Caballito,6.0,CALLE,96.55996215512876,"LINESTRING (-58.449111823470744 -34.62599398470969, -58.448784800599164 -34.62682134985446)",,,,,
16306,NOGOYA,NOGOYA,,Versalles,Villa Real,,CALLE,55.05582050117754,"LINESTRING (-58.52886216290879 -34.62654952075268, -58.52937368997626 -34.62680931800089)",,,,,
16307,BACACAY,BACACAY,Flores,Flores,Flores,7.0,CALLE,142.723164391885,"LINESTRING (-58.463706277979675 -34.62640615183868, -58.46383798450261 -34.626438757327726, -58.46517661039515 -34.62682755123445)",,,,,
16308,"ARTIGAS, JOSE GERVASIO, GRAL.",JOSE GERVASIO ARTIGAS,Flores,Flores,Flores,7.0,CALLE,132.2633210511992,"LINESTRING (-58.46517661039515 -34.62682755123445, -58.46523879736115 -34.6266872670091, -58.46566413292773 -34.625705487916825)",,,,,
16309,SAN JUAN AV.,SAN JUAN,Boedo,Boedo,Boedo,5.0,AVENIDA,132.5265200641261,"LINESTRING (-58.424140531729456 -34.62661402403857, -58.42438245970151 -34.62665029905033, -58.42534600098944 -34.626791660564315, -58.425563226182874 -34.62682377056909)",,,,,
16310,MUÑIZ,MUNIZ,Boedo,Boedo,Boedo,5.0,CALLE,94.08923510907891,"LINESTRING (-58.42575409105264 -34.62599043991896, -58.42562775650843 -34.62654695646444, -58.425563226182874 -34.62682377056909)",,,,,
16311,CASEROS AV.,CASEROS,Barracas,Barracas,Barracas,4.0,AVENIDA,62.97599304701413,"LINESTRING (-58.37386302877915 -34.626812652176774, -58.37454892687824 -34.626840530325005)",,,,,
16312,CHACABUCO,CHACABUCO,San Telmo,San Telmo,San Telmo,1.0,CALLE,131.615338677015,"LINESTRING (-58.37506100001316 -34.625640707549174, -58.37458350056964 -34.62675952294017)",,,,,
16316,ARGERICH,ARGERICH,Flores,Flores,Flores,7.0,CALLE,90.7785623005142,"LINESTRING (-58.47316652429755 -34.62685237817856, -58.47352270410432 -34.626088889607544)",,,,,
16317,ARREGUI,ARREGUI,Monte Castro,Monte Castro,Monte Castro,10.0,CALLE,129.1991186289775,"LINESTRING (-58.51750343383516 -34.625991640146204, -58.51833896517951 -34.62672909105045, -58.51846708293681 -34.6268412175031)",,,,,
16318,IRIGOYEN,IRIGOYEN,,Versalles,Monte Castro,,CALLE,63.49180344747428,"LINESTRING (-58.51846708293681 -34.6268412175031, -58.5189734596263 -34.626450912723726)",,,,,
16319,BRASIL,BRASIL,Constitucion,Constitucion,Constitucion,1.0,CALLE,113.5141581911126,"LINESTRING (-58.37622839626054 -34.62626817296807, -58.37726613439525 -34.62682595757079)",,,,,
16320,TACUARI,TACUARI,Constitucion,Constitucion,Constitucion,1.0,CALLE,146.8097704422362,"LINESTRING (-58.37801003780684 -34.62565414335572, -58.37726613439525 -34.62682595757079)",,,,,
16322,"HUGO, VICTOR",VICTOR HUGO,Monte Castro,Monte Castro,Monte Castro,10.0,CALLE,129.8430208647088,"LINESTRING (-58.514559921725066 -34.62684749953523, -58.514844689812136 -34.62666265919134, -58.51567301318416 -34.62612413139134)",,,,,
16323,MURATURE,MURATURE,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,129.0512255188262,"LINESTRING (-58.49709293950119 -34.626317174814545, -58.49833364464267 -34.626866126652665)",,,,,
16324,BERNALDES,BERNALDES,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,133.9653160119137,"LINESTRING (-58.49833364464267 -34.626866126652665, -58.49876736391577 -34.62587951145479, -58.49883289787724 -34.62573125128122)",,,,,
16325,"DIAZ, CESAR, GRAL.",CESAR DIAZ,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,143.5578056555677,"LINESTRING (-58.495770445514964 -34.625930909984625, -58.496843977744085 -34.62687274265913)",,,,,
16326,ATAHUALPA,ATAHUALPA,Velez Sarsfield,Velez Sarsfield,Velez Sarsfield,10.0,CALLE,65.72600887415341,"LINESTRING (-58.496843977744085 -34.62687274265913, -58.49703557340536 -34.62644817806829, -58.49709293950119 -34.626317174814545)",,,,,
16327,"BONIFACIO, JOSE",JOSE BONIFACIO,Caballito,Caballito,Caballito,6.0,CALLE,86.49487041416111,"LINESTRING (-58.43410980237936 -34.62676386102657, -58.435038519709366 -34.62689992631538)",,,,,
16329,MIRANDA,MIRANDA,Villa Luro,Villa Luro,Villa Luro,10.0,CALLE,31.20152881306949,"LINESTRING (-58.51006688553087 -34.62668740174091, -58.51029616901662 -34.62689520323095)",,,,,
16330,"D'ESPOSITO, ARNALDO",ARNALDO D'ESPOSITO,La Boca,La Boca,La Boca,4.0,CALLE,112.1222557966775,"LINESTRING (-58.364057813106776 -34.62659029011718, -58.364241514577564 -34.62663846811872, -58.36523099563227 -34.62687469269671)",,,,,
